String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination,DOI
"Goulletquer, P.; Bachelet, G.; Sauriau, P. G.; Noel, P. (2002). Open Atlantic coast of Europe a century of introduced species into French waters. <em>In: Leppäkoski E, Gollasch S, Olenin S (eds) Invasive aquatic species of Europe: distribution, impacts and management.</em> Kluwer, Dordrecht, pp 276-290.","Goulletquer, P.; Bachelet, G.; Sauriau, P. G.; Noel, P.",2002,Open Atlantic coast of Europe a century of introduced species into French waters.,"Invasive aquatic species of Europe: distribution, impacts and management",,Kluwer,Dordrecht,,,276-290,10.1007/978-94-015-9956-6_30
"De Vocht, A. (1989). Ultrastructure of the proboscis in Cystiplanidae, (Plathelminthes, Kalyptorhynchia). <em>Zoomorphology.</em> 109: 1–10.","De Vocht, A.",1989,"Ultrastructure of the proboscis in Cystiplanidae, (Plathelminthes, Kalyptorhynchia)",,Zoomorphology,,,109,,1-10,
"Nakamura, Y.; Suzuki, N. (2015). Phaeodaria: Diverse Marine Cercozoans of World-Wide Distribution, in: Ohtsuka, S. et al. (Ed.). <em>Marine Protists: Diversity and dynamics.</em> 223-249.","Nakamura, Y.; Suzuki, N.",2015,"Phaeodaria: Diverse Marine Cercozoans of World-Wide Distribution, in: Ohtsuka, S. et al. (Ed.)",Marine Protists: Diversity and dynamics,,,,,,223-249,10.1007/978-4-431-55130-0_9
"Gheerardyn, H., M. De Troch, M. Vincx & A. Vanreusel. (2009). Diversity and community structure of harpacticoid copepods associated with cold-water coral substrates in the Porcupine Seabight (North-East Atlantic). <em>Helgoland Marine Research.</em> 64(1): 53-62.","Gheerardyn, H., M. De Troch, M. Vincx & A. Vanreusel",2009,Diversity and community structure of harpacticoid copepods associated with cold-water coral substrates in the Porcupine Seabight (North-East Atlantic),,Helgoland Marine Research,,,64,1,53-62,10.1007/s10152-009-0166-7
"Osborn, K.J.; Haddock, S.H.D.; Pleijel, F.; Madin, L.P.; Rouse, G.W. (2009). Deep-sea, swimming worms with luminescent ""bombs"". <em>Science (Wash.).</em> 325(5943): 964 and online supplement.","Osborn, K.J.; Haddock, S.H.D.; Pleijel, F.; Madin, L.P.; Rouse, G.W.",2009,"Deep-sea, swimming worms with luminescent ""bombs""",,Science (Wash.),,,325,5943,964 and online supplement.,
"Sauriau, P.-G. (1991). Spread of <i>Cyclope neritea</i> (Mollusca: Gastropoda) along the north-eastern Atlantic coasts in relation to oyster culture and to climatic fluctuations. <em>Marine Biology.</em> 109: 299-309.","Sauriau, P.-G.",1991,Spread of <i>Cyclope neritea</i> (Mollusca: Gastropoda) along the north-eastern Atlantic coasts in relation to oyster culture and to climatic fluctuations,,Marine Biology,,,109,,299-309,
"Chang, C. C. Y.; Lee, J. M.; Clausen, C. (1998). Two new species of Thaumastoderma (Gastrotricha, Macrodasyida) from Korea. <em>Sarsia.</em> 83: 329-336.","Chang, C. C. Y.; Lee, J. M.; Clausen, C.",1998,"Two new species of Thaumastoderma (Gastrotricha, Macrodasyida) from Korea",,Sarsia,,,83,,329-336,
"Kylin, H. (1947). Über die Fortpflanzungsverhältnisse in der Ordnung Ulvale. <em>K. Fysiogr. sällsk. Lund förh.</em> 17(17): 174-182.","Kylin, H.",1947,Über die Fortpflanzungsverhältnisse in der Ordnung Ulvale,,K. Fysiogr. sällsk. Lund förh.,,,17,17,174-182,
"Remane, A. (1925). Neue aberrante Gastrotrichen II: Turbanella cornuta nov. spec. und T. hyalina M. Schultze 1853. <em>Zoologischer Anzeiger.</em> 64(11-12): 309-314.","Remane, A.",1925,Neue aberrante Gastrotrichen II: Turbanella cornuta nov. spec. und T. hyalina M. Schultze 1853,,Zoologischer Anzeiger,,,64,11-12,309-314,
"Furstenberg, J. P.; Vincx, M. (1988). Procamacolaimus tubifer Gerlach, 1953, Procamacolaimus africanus sp. nov. and Eontolaimus capensis gen.nov., sp.nov. (Nematoda, Leptolaimidae) from Southern Africa. <em>S. Afr. J. Zool.</em> 23(3): 208-214.","Furstenberg, J. P.; Vincx, M.",1988,"Procamacolaimus tubifer Gerlach, 1953, Procamacolaimus africanus sp. nov. and Eontolaimus capensis gen.nov., sp.nov. (Nematoda, Leptolaimidae) from Southern Africa.",,S. Afr. J. Zool.,,,23,3,208-214,
"Tita, G.; Desrosiers, G.; Vincx, M.; Gagné, J.-P.; Locat, J. (2001). Diversity and vertical distribution of nematode assemblages: the Saguenay fjord (Quebec, Canada). <em>Cah. Biol. Mar.</em> 42(3): 263-274.","Tita, G.; Desrosiers, G.; Vincx, M.; Gagné, J.-P.; Locat, J.",2001,"Diversity and vertical distribution of nematode assemblages: the Saguenay fjord (Quebec, Canada)",,Cah. Biol. Mar.,,,42,3,263-274,
"Roth, A.W. (1797). Catalecta Botanica (Quibus plantae novae et minus cognitae describuntur atque illustrantur). Fasc. 1. Lipseae., 244 pp., 8 pls.","Roth, A.W.",1797,Catalecta Botanica (Quibus plantae novae et minus cognitae describuntur atque illustrantur). Fasc. 1,,Lipseae.,,,,,"244 pp., 8 pls.",
"Grootaert P., Shamshev I., Andrade R. (2010). Note on Chersodromia from Portugal, Spain and France with the description of a new brachypterous species (Diptera, Hybotidae, Tachydromiinae). <em>Bulletin S.R.B.E./K.B.V.E.</em> 146: 203-206.","Grootaert P., Shamshev I., Andrade R.",2010,"Note on Chersodromia from Portugal, Spain and France with the description of a new brachypterous species (Diptera, Hybotidae, Tachydromiinae).",,Bulletin S.R.B.E./K.B.V.E.,,,146,,203-206,
"Huber, M. (2010). Compendium of bivalves. A full-color guide to 3,300 of the world's marine bivalves. A status on Bivalvia after 250 years of research. Hackenheim: ConchBooks. 901 pp., 1 CD-ROM.","Huber, M.",2010,"Compendium of bivalves. A full-color guide to 3,300 of the world's marine bivalves. A status on Bivalvia after 250 years of research",,Hackenheim: ConchBooks,,,,,901 + 1 CD-ROM,
"Skuja, H. (1948). Taxonomie des Phytoplanktons einiger Seen in Uppland, Schweden. <em>Symbolae Botanicae Upsalienses.</em> 9(3): 1-399.","Skuja, H.",1948,"Taxonomie des Phytoplanktons einiger Seen in Uppland, Schweden.",,Symbolae Botanicae Upsalienses,,,9,3,1-399,
"Wood, S. V. (1844). III.—Descriptive Catalogue of the Zoophytes from the Crag. <em>Annals and Magazine of Natural History.</em> 13(81): 10-21.","Wood, S. V.",1844,III.—Descriptive Catalogue of the Zoophytes from the Crag,,Annals and Magazine of Natural History,,,13,81,10-21,10.1080/03745484409442561
"Quéro, J.C.; Hureau, J.-C.; Karrer, C.; Post, A.; Saldanha, L. (Ed.). (1991). Check-list of the fishes of the Eastern Tropical Atlantic CLOFETA [Catalogue des poissons de l'Atlantique oriental tropical CLOFETA]. <em>UNESCO Publishing: Paris, France. ISBN 92-3-002620-4.</em> 1492 (3 vol.) pp.","Quéro, J.C.; Hureau, J.-C.; Karrer, C.; Post, A.; Saldanha, L. (Ed.)",1991,Check-list of the fishes of the Eastern Tropical Atlantic CLOFETA [Catalogue des poissons de l'Atlantique oriental tropical CLOFETA],,"UNESCO Publishing: Paris, France. ISBN 92-3-002620-4",,,,,1492 (3 vol.),
"Backeljau, T. (1986). Lijst van de recente mariene mollusken van België [List of the recent marine molluscs of Belgium]. Koninklijk Belgisch Instituut voor Natuurwetenschappen: Brussels, Belgium. 106 pp.","Backeljau, T.",1986,Lijst van de recente mariene mollusken van België [List of the recent marine molluscs of Belgium],,Koninklijk Belgisch Instituut voor Natuurwetenschappen,,"Brussels, Belgium",,,106,
"Huyse, T.; Malmberg, G. (2004). Molecular and morphological comparisons between Gyrodactylus ostendicus n. sp. (Monogenea: Gyrodactylidae) on Pomatoschistus microps (Kroyer) and G. harengi Malmberg, 1957 on Clupea harengus membras. <em>Systematic Parasitology.</em> 58(2): 105-113.","Huyse, T.; Malmberg, G.",2004,"Molecular and morphological comparisons between Gyrodactylus ostendicus n. sp. (Monogenea: Gyrodactylidae) on Pomatoschistus microps (Kroyer) and G. harengi Malmberg, 1957 on Clupea harengus membras",,Systematic Parasitology,,,58,2,105-113,
"Dulcic, J.; Golani, D. (2006). First record of <i>Cyclopterus lumpus</i> L., 1758 (Osteichthyes: Cyclopteridae) in the Mediterranean Sea. <em>Journal of Fish Biology.</em> 69(1): 300-303.","Dulcic, J.; Golani, D.",2006,"First record of <i>Cyclopterus lumpus</i> L., 1758 (Osteichthyes: Cyclopteridae) in the Mediterranean Sea",,Journal of Fish Biology,,,69,1,300-303,10.1111/j.1095-8649.2006.01077.x
"Christiansen, M. E. (1969). Crustacea Decapoda Brachyura. Marine invertebrates of Scandinavia, 2. <em>Universitetsforlaget: Oslo.</em> 143 pp.","Christiansen, M. E.",1969,"Crustacea Decapoda Brachyura. Marine invertebrates of Scandinavia, 2",,Universitetsforlaget: Oslo,,,2,,143,
"Gheerardyn, H., F. Fiers, M. Vincx & M. De Troch. (2006). Two new genera of Laophontidae (Copepoda: Harpacticoida) without sexual dimorphism in the endopods of the swimming legs. <em>Zootaxa.</em> 1327: 41-62.","Gheerardyn, H., F. Fiers, M. Vincx & M. De Troch",2006,Two new genera of Laophontidae (Copepoda: Harpacticoida) without sexual dimorphism in the endopods of the swimming legs,,Zootaxa,,,1327,,41-62,
"Rappé, G. (2002). Eerste vangst van <i>Micropogonias undulatus</i> (Linnaeus, 1766), een Amerikaanse vis, in Belgische en Europese wateren [First catch of <i>Micropogonias undulatus</i> (Linnaeus, 1766), an American fish, in Belgian and European waters]. <i>De Strandvlo 22(3-4)</i>: 119-121","Rappe, G.",2002,"Eerste vangst van Micropogonias undulatus (Linnaeus, 1766), een Amerikaanse vis, in belgische en Europese wateren",,De Strandvlo,,,22,3-4,119-121,
"Decraemer, W. (1976). Scientific report on the Belgian expedition to the Great Barrier Reef in 1967. Nematodes VI.Morphological observations on a new genus Quadricomoides of marine Desmoscolecida. <em>Aust. J. Mar. Freshwater Res.</em> 27: 89-115.","Decraemer, W.",1976,Scientific report on the Belgian expedition to the Great Barrier Reef in 1967. Nematodes VI.Morphological observations on a new genus Quadricomoides of marine Desmoscolecida,,Aust. J. Mar. Freshwater Res.,,,27,,89-115,
"Rigby, J.K. (1967). Two new early Paleozoic sponges and the sponge-like organism, <i>Gaspespongia basalis</i> Parks, from the Gaspe Peninsula, Quebec. <em>Journal of Paleontology.</em> 41(3): 766-775, pls 101-102.","Rigby, J.K.",1967,"Two new early Paleozoic sponges and the sponge-like organism, <i>Gaspespongia basalis</i> Parks, from the Gaspe Peninsula, Quebec.",,Journal of Paleontology,,,41,3,"766-775, pls 101-102",
"Silén, L. (1947). On the anatomy and biology of Penetrantiidae and Immergentiidae (Bryozoa). <em>Arkiv för zoologi.</em> 40A: 1-48.","Silén, L.",1947,On the anatomy and biology of Penetrantiidae and Immergentiidae (Bryozoa),,Arkiv för zoologi,,,40A,,1-48,
"Dumoulin, E. (2004). Snelle areaaluitbreiding van het penseelkrabbetje Hemigrapsus penicillatus (de Haan, 1835) langs de kusten van de Zuidelijke Bocht van de Noordzee, status van haar opmars in de Westerschelde en beschouwingen over de ecologie en het gedrag van de soort. <em>De Strandvlo.</em> 24(1): 5-35.","Dumoulin, E.",2004,"Snelle areaaluitbreiding van het penseelkrabbetje Hemigrapsus penicillatus (de Haan, 1835) langs de kusten van de Zuidelijke Bocht van de Noordzee, status van haar opmars in de Westerschelde en beschouwingen over de ecologie en het gedrag van de soort",,De Strandvlo,,,24,1,5-35,
"Mayhoub, M. H. (1976). Sur l'existence d'un <i>Derbesia</i> dans le cycle de l'<i>Halicystis boergesenii</i> Iyengar et Raman (Chlorophycées, Derbésiales). <em>Compte Rendu Hebdomadaire des Séances de l'Académie des Sciences. Paris. Série D.</em> 282: 707-710.","Mayhoub, M. H.",1976,"Sur l'existence d'un <i>Derbesia</i> dans le cycle de l'<i>Halicystis boergesenii</i> Iyengar et Raman (Chlorophycées, Derbésiales).",,Compte Rendu Hebdomadaire des Séances de l'Académie des Sciences. Paris. Série D,,,282,,707-710,
"Rützler, K.; Smith, P. (1992). Guide to western Atlantic species of Cinachyrella (Poriferea: Tetillidae). Proceedings of the Biological Society of Washington, 105(1): 148-164","Rützler, K.; Smith, P.",1992,Guide to western Atlantic species of Cinachyrella (Poriferea: Tetillidae),,Proceedings of the Biological Society of Washington,,,105,1,148-164,
"Swedmark, B. (1952). Note préliminaire sur un polychète sédentaire aberrant, Psammodrilus balanoglossoides, n.gen., n.sp. <em>Arkiv för Zoologi.</em> 4(8): 159-162.","Swedmark, B.",1952,"Note préliminaire sur un polychète sédentaire aberrant, Psammodrilus balanoglossoides, n.gen., n.sp",,Arkiv för Zoologi,,,4,8,159-162,
"Harmelin, J.-G.; Bitar, G.; Zibrowius, H. (2009). Smittinidae (Bryozoa, Cheilostomata) from coastal habitats of Lebanon (Mediterranean sea), including new and non-indigenous species. <em>Zoosystema.</em> 31(1): 163-187.","Harmelin, J.-G.; Bitar, G.; Zibrowius, H.",2009,"Smittinidae (Bryozoa, Cheilostomata) from coastal habitats of Lebanon (Mediterranean sea), including new and non-indigenous species",,Zoosystema,,,31,1,163-187,10.5252/z2009n1a9
"Skvortzov, B.V. (1968). New and little known Peridineae from northern Manchuria, China. <em>Quart. J. Taiwan Mus.</em> 21: 79-114.","Skvortzov, B.V.",1968,"New and little known Peridineae from northern Manchuria, China.",,Quart. J. Taiwan Mus.,,,21,,79-114,
"Murphy, D. G. (1966). An initial report on a collection of Chilean marine nematodes. <em>Mitt. hamb. zool. Mus. Inst.</em> 63: 29-50.","Murphy, D. G.",1966,An initial report on a collection of Chilean marine nematodes,,Mitt. hamb. zool. Mus. Inst.,,,63,,29-50,
"Belmonte, G.; Bussotti, S.; Costantini, F.; Denitto, F.; Metrangolo, M.; Muscogiuri, L.; Onorato, R. (2003). Indagine faunistica sulle grotte sottomarine del Capo di Leuca (Mar Ionio-Puglia). <em>Biol. Mar. Medit.</em> 10(2): 647-649.","Belmonte, G.; Bussotti, S.; Costantini, F.; Denitto, F.; Metrangolo, M.; Muscogiuri, L.; Onorato, R.",2003,Indagine faunistica sulle grotte sottomarine del Capo di Leuca (Mar Ionio-Puglia),,Biol. Mar. Medit.,,,10,2,647-649,
Çeviker D. (2001). Recent immigrant bivalves in the Northeastern Mediterranean off Iskenderun. <i>La Conchiglia 298</i>:  39-46,"Çeviker, D.",2001,Recent immigrant bivalves in the Northeastern Mediterranean off Iskenderun,,La Conchiglia,,,298,,39-46,
"Rudolphi, C. A. (1802). Fortsetzung der beobachtungen ber die Eingerweidewurmer. <em>Archiv fuer Zoologie und Zootomie.</em> 3: 61-125.","Rudolphi, C. A.",1802,Fortsetzung der beobachtungen ber die Eingerweidewurmer,,Archiv fuer Zoologie und Zootomie,,,3,,61-125,
"Lee, W. & R. Huys. (1999). New Normanellidae (Copepoda: Harpacticoida) from western Pacific cold seeps including a review of the genus Normanella. Cahiers de Biologie Marine 40(3):203-262.","Lee, W. & R. Huys",1999,New Normanellidae (Copepoda: Harpacticoida) from western Pacific cold seeps including a review of the genus Normanella.,,Cahiers de Biologie Marine,,,40,3,203-262,
"Gheskiere, T.; Vincx, M.; Weslawski, J. M.; Scapini, F.; Degraer, S. (2005). Meiofauna as descriptor of tourism-induced changes at sandy beaches. <em>Marine Environmental Research.</em> 60(2): 245-265.","Gheskiere, T.; Vincx, M.; Weslawski, J. M.; Scapini, F.; Degraer, S.",2005,Meiofauna as descriptor of tourism-induced changes at sandy beaches,,Marine Environmental Research,,,60,2,245-265,10.1016/j.marenvres.2004.10.006
"Thun, W. V.; Riemann, F. (1967). Echinotheristus nov. gen. (freilebende Nematoden: Monhysteridae) aus sublitoralem Grobsand der Nordsee. <em>Veröff. Inst. Meeresforsch. Bremerh.</em> 10: 227-237.","Thun, W. V.; Riemann, F.",1967,Echinotheristus nov. gen. (freilebende Nematoden: Monhysteridae) aus sublitoralem Grobsand der Nordsee,,Veröff. Inst. Meeresforsch. Bremerh.,,,10,,227-237,
"Daunys, D.; Zemlys, P.; Olenin, S.; Zaiko, A.; Ferrarin, C. (2006). Impact of the zebra mussel Dreissena polymorpha invasion on the budget of suspended material in a shallow lagoon ecosystem. <em>Helgol. Mar. Res.</em> 60(2): 113-120.","Daunys, D.; Zemlys, P.; Olenin, S.; Zaiko, A.; Ferrarin, C.",2006,Impact of the zebra mussel Dreissena polymorpha invasion on the budget of suspended material in a shallow lagoon ecosystem.,,Helgol. Mar. Res.,,,60,2,113-120,
"De Troch, M.., M. Grego, V.A. Chepurnov & M. Vincx. (2007). Food patch size, food concentration and grazing efficiency of the harpacticoid Paramphiascella fulvofasciata (Crustacea, Copepoda). <em>Journal of Experimental Marine Biology and Ecology.</em> 343(2): 210-216.","De Troch, M.., M. Grego, V.A. Chepurnov & M. Vincx",2007,"Food patch size, food concentration and grazing efficiency of the harpacticoid Paramphiascella fulvofasciata (Crustacea, Copepoda).",,Journal of Experimental Marine Biology and Ecology,,,343,2,210-216,10.1016/j.jembe.2006.12.022
"Gourbault, N.; Vincx, M. (1994). New species of Parapinnanema (Nematoda: Chromadoridae) are described, with a discussion of the genus. <em>Marine and Freshwater Research.</em> 45(2): 141-159.","Gourbault, N.; Vincx, M.",1994,"New species of Parapinnanema (Nematoda: Chromadoridae) are described, with a discussion of the genus",,Marine and Freshwater Research,,,45,2,141-159,10.1071/mf9940141
"Verschelde, D.; Muthumbi, A.; Vincx, M. (1995). Papillonema danieli gen. et sp. n. and Papillonema clavatum (Gerlach, 1957) comb. n. (Nematoda, Desmodoridae) from the Ceriops mangrove sediments of Gazi Bay, Kenya. <em>Hydrobiologia.</em> 316: 225-237.","Verschelde, D.; Muthumbi, A.; Vincx, M.",1995,"Papillonema danieli gen. et sp. n. and Papillonema clavatum (Gerlach, 1957) comb. n. (Nematoda, Desmodoridae) from the Ceriops mangrove sediments of Gazi Bay, Kenya",,Hydrobiologia,,,316,,225-237,
"Huys, R. (1987). Studies on the Cylindropsyllidae (Copepoda, Harpacticoida). 1. The status of Leptastacus laticaudatus Nicholls. <em>Zoologica Scripta.</em> 16(2): 155-166.","Huys, R.",1987,"Studies on the Cylindropsyllidae (Copepoda, Harpacticoida). 1. The status of Leptastacus laticaudatus Nicholls",,Zoologica Scripta,,,16,2,155-166,10.1111/j.1463-6409.1987.tb00062.x
"De Coninck, L. A. (1936). Metaraeolaimoides oxystoma N.G. N.Sp. (Nematoda) en zijne afleiding van Araeolaimoïdes De Man 1893 door allometrie. <em>Biol. Jb. Dodonaea.</em> 3: 182-204.","De Coninck, L. A.",1936,Metaraeolaimoides oxystoma N.G. N.Sp. (Nematoda) en zijne afleiding van Araeolaimoïdes De Man 1893 door allometrie,,Biol. Jb. Dodonaea,,,3,,182-204,
