String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination
"Aydin, I.; Bakir, K.; Galili, B.S. (2009). The first record of the Jinga shrimp, <i>Metapenaeus affinis</i> (H. Milne Edwards, 1837) (Decapoda, Penaeidae) from the Mediterranean Sea. <em>Crustaceana.</em> 82(8): 1091-1095.","Aydin, I.; Bakir, K.; Galili, B.S.",2009,"The first record of the Jinga shrimp, <i>Metapenaeus affinis</i> (H. Milne Edwards, 1837) (Decapoda, Penaeidae) from the Mediterranean Sea",,Crustaceana,,,82,8,1091-1095
"Azémar, F.; Van Damme, S.; Meire, P.; Tackx, M. (2007). New occurrence of Lecane decipiens (Murray, 1913) and some other alien rotifers in the Schelde estuary (Belgium). <em>Belg. J. Zool.</em> 137(1): 75-83.","Azémar, F.; Van Damme, S.; Meire, P.; Tackx, M.",2007,"New occurrence of Lecane decipiens (Murray, 1913) and some other alien rotifers in the Schelde estuary (Belgium)",,Belg. J. Zool.,,,137,1,75-83
"Bacescu, M. (1941). Les Mysidacés des eaux méditerranéennes de la France (spécialement de Banyuls) et des eaux de Monaco. <em>Bull. Inst. Océanogr.</em> 795: 1-46.","Bacescu, M.",1941,Les Mysidacés des eaux méditerranéennes de la France (spécialement de Banyuls) et des eaux de Monaco.,,Bull. Inst. Océanogr.,,,795,,1-46
"Bacescu, M. (1950). Cumacei mediteraneeni modificati de mediul pontic Pseudocuma longicornis pontica n.ssp. Cumopsis Goodsiri agigeana n.f. si Cumella Pygmaea euxinica n. ssp. apoi consideratiuni asupra unor forme noi, straine: Pseudocuma Gilsoni n.sp., P. Long. Bistriata, P. Long. typica si Cumella P. italica n. ssp. <em>Analele Academiei Republicii Populare Române Seria: Geologie, Geografie, Biologie, Stiinte Tehnice si Agricole.</em> 3 (11): 423-459 (Plates 1-6).","Bacescu, M.",1950,"Cumacei mediteraneeni modificati de mediul pontic Pseudocuma longicornis pontica n.ssp. Cumopsis Goodsiri agigeana n.f. si Cumella Pygmaea euxinica n. ssp. apoi consideratiuni asupra unor forme noi, straine: Pseudocuma Gilsoni n.sp., P. Long. Bistriata, P. Long. typica si Cumella P. italica n. ssp.",,"Analele Academiei Republicii Populare Române Seria: Geologie, Geografie, Biologie, Stiinte Tehnice si Agricole",,,3,11,423-459 (Plates 1-6)
"BACESCU, M. (1975). Contributions to the knowledge of the mysids (Crustacea) from the Tanzanian waters. <em>Univ. Sci. J. (Dar. Univ.), 1 (2): 39-61.</em>","BACESCU, M.",1975,Contributions to the knowledge of the mysids (Crustacea) from the Tanzanian waters.,,Univ. Sci. J. (Dar. Univ.),,,1,2,39-61
"Bacescu, M.; Müller, G. I. (1985). Heteromysoides berberae n. sp. et autres Mysidacés dans les eaux littorales du NE de la Somalie. <em>Revue Roumaine de Biologie - Biologie animale.</em> 30(1): 7-10.","Bacescu, M.; Müller, G. I.",1985,Heteromysoides berberae n. sp. et autres Mysidacés dans les eaux littorales du NE de la Somalie,,Revue Roumaine de Biologie - Biologie animale,,,30,1,7-10
"Bachelet, G.; Dauvin, J.-C.; Sorbe, J. C. (2003). An updated checklist of marine and brackish water Amphipoda (Crustacea: Peracarida) of the southern Bay of Biscay (NE Atlantic). <em>Cah. Biol. Mar.</em> 44(2): 121-151.","Bachelet, G.; Dauvin, J.-C.; Sorbe, J. C.",2003,An updated checklist of marine and brackish water Amphipoda (Crustacea: Peracarida) of the southern Bay of Biscay (NE Atlantic),,Cah. Biol. Mar.,,,44,2,121-151
"Back, J., R. Huys & W. Lee. (2010). A New Species of the Genus Tegastes (Copepoda: Harpacticoida: Tegastidae) from Hydrothermal Vents in the Okinawa Trough. <em>Zoological Science.</em> 27(8): 678-688.","Back, J., R. Huys & W. Lee",2010,A New Species of the Genus Tegastes (Copepoda: Harpacticoida: Tegastidae) from Hydrothermal Vents in the Okinawa Trough,,Zoological Science,,,27,8,678-688
"Backeljau, T. (1986). Lijst van de recente mariene mollusken van België [List of the recent marine molluscs of Belgium]. Koninklijk Belgisch Instituut voor Natuurwetenschappen: Brussels, Belgium. 106 pp.","Backeljau, T.",1986,Lijst van de recente mariene mollusken van België [List of the recent marine molluscs of Belgium],,Koninklijk Belgisch Instituut voor Natuurwetenschappen,,"Brussels, Belgium",,,106
"Baker, A. N. (1980). Euryalinid Ophiuroidea (Echinodermata) from Australia, New Zealand, and the south-west Pacific Ocean. <em>New Zealand Journal of Zoology.</em> 7, 11-83.","Baker, A. N.",1980,"Euryalinid Ophiuroidea (Echinodermata) from Australia, New Zealand, and the south-west Pacific Ocean",,New Zealand Journal of Zoology,,,7,,11-83
"Baker, H.R. (1981). Phallodrilus tempestatis n.sp., a new marine tubificid (Annelida: Oligochaeta) from British Columbia. <em>Canadian Journal of Zoology.</em> 59(8): 1475-1478.","Baker, H.R.",1981,"Phallodrilus tempestatis n.sp., a new marine tubificid (Annelida: Oligochaeta) from British Columbia",,Canadian Journal of Zoology,,,59,8,1475-1478
"Balavoine, P. (1958). Nouvelle contribution à l'étude des Bryozoaires de la région de Dinard et de Saint-Malo. <em>Bulletin du Laboratoire Maritime de Dinard.</em> 43: 52-68.","Balavoine, P.",1958,Nouvelle contribution à l'étude des Bryozoaires de la région de Dinard et de Saint-Malo,,Bulletin du Laboratoire Maritime de Dinard,,,43,,52-68
"Ball, I.R.; Reynoldson, T.B. (1981). British Planarians: Platyhelminthes: Tricladida: keys and notes for identification of the species. <em>Synopses of the British fauna (New Series), 19. Cambridge University Press: Cambridge. ISBN 0-521-28272-1.</em> 141 pp.","Ball, I.R.; Reynoldson, T.B.",1981,British Planarians: Platyhelminthes: Tricladida: keys and notes for identification of the species,,"Synopses of the British fauna (New Series), 19. ",Cambridge University Press,Cambridge,,,141
"Bamber, R. N. (2000). Pycnogonida: Pycnogonids from French cruises to New Caledonia, Fiji, Tahiti and the Marquesas. New records and new species. <em>In: A. Crosnier (ed.). Résultats des campagnes MUSORSTOM, Vol. 21. Mémoires du Muséum national d'Histoire naturelle, Paris.</em> 184: 611-625.","Bamber, R. N.",2000,"Pycnogonida: Pycnogonids from French cruises to New Caledonia, Fiji, Tahiti and the Marquesas. New records and new species","Résultats des campagnes MUSORSTOM, Vol. 21","Mémoires du Muséum national d'Histoire naturelle, Paris",,,184,,611-625
"Bang, H.W., Y. Lee & W. Lee. (2011). A new species of the genus Heterolaophonte Lang, 1948 (Copepoda: Harpacticoida: Laophontidae) from Maxwell Bay, King George Island, Antarctica. <em>Proceedings of the Biological Society of Washington.</em> 124(4): 326-340.","Bang, H.W., Y. Lee & W. Lee",2011,"A new species of the genus Heterolaophonte Lang, 1948 (Copepoda: Harpacticoida: Laophontidae) from Maxwell Bay, King George Island, Antarctica.",,Proceedings of the Biological Society of Washington,,,124,4,326-340
"Barash, A.; Danin, Z. (1971). Mollusca from the stomach of <i>Sparus auratus</i> fished in the lagoon of Bardawil. <em>Argamon.</em> 2: 97-104.","Barash, A.; Danin, Z.",1971,Mollusca from the stomach of <i>Sparus auratus</i> fished in the lagoon of Bardawil.,,Argamon,,,2,,97-104
"Barash, A.; Danin, Z. (1977). Additions to the knowledge of Indo-Pacific Mollusca in the Mediterranean. <em>Conchiglie.</em> 13(5-6): 85-116.","Barash, A.; Danin, Z.",1977,Additions to the knowledge of Indo-Pacific Mollusca in the Mediterranean,,Conchiglie,,,13,5-6,85-116
"Barash, A.; Danin, Z. (1982). Mediterranean Mollusca of Israel and Sinai. Composition and distribution. <em>Israel Journal of Zoology.</em> 31: 86-118.","Barash, A.; Danin, Z.",1982,Mediterranean Mollusca of Israel and Sinai. Composition and distribution,,Israel Journal of Zoology,,,31,,86-118
"Barash, A.; Danin, Z. (1988/89). Marine Mollusca at Rhodes. <em>Israel Journal of Zoology.</em> 35: 1-74.","Barash, A.; Danin, Z.",1988/89,Marine Mollusca at Rhodes.,,Israel Journal of Zoology,,,35,,1-74
"Baribwegure, D. & H.J. Dumont. (1999). The use of integumental pore signature in the characterisation of species of the genus Thermocyclops Kiefer, 1927: The case of Thermocyclops emini (Mrazek, 1895) (Crustacea: Copepoda: Cyclopoida). Belgian Journal of Zoology 129(1):187-199. (i.1999)","Baribwegure, D. & H.J. Dumont",1999,"The use of integumental pore signature in the characterisation of species of the genus Thermocyclops Kiefer, 1927: The case of Thermocyclops emini (Mrazek, 1895) (Crustacea: Copepoda: Cyclopoida).",,Belgian Journal of Zoology,,,129,1,187-199. (i.1999)
"Bariche, M. (2011). First record of the cube boxfish <i>Ostracion cubicus</i> (Ostraciidae) and additional records of <i>Champsodon vorax</i> (Champsodontidae) from the Mediterranean. <em>Aqua, International Journal of Ichthyology.</em> 17(4): 181-184.","Bariche, M.",2011,First record of the cube boxfish <i>Ostracion cubicus</i> (Ostraciidae) and additional records of <i>Champsodon vorax</i> (Champsodontidae) from the Mediterranean.,,"Aqua, International Journal of Ichthyology",,,17,4,181-184
"Barnard, K.H. (1950). Descriptive catalogue of South African decapod Crustacea (crabs and shrimps). <em>Annals of the South African Museum.</em> 38: 1-837.","Barnard, K.H.",1950,Descriptive catalogue of South African decapod Crustacea (crabs and shrimps),,Annals of the South African Museum,,,38,,1-837
"Barnard, T. (1972). Aberrant genera of foraminifera from the Mesozoic (Sub-family Ramulininae Brady 1884). <em>Revista Española de Micropaleontología.</em> 4(3): 387-402.","Barnard, T.",1972,Aberrant genera of foraminifera from the Mesozoic (Sub-family Ramulininae Brady 1884).,,Revista Española de Micropaleontología,,,4,3,387-402
"Barroso, M. G. (1917). Notas sobre briozoos. <em>Boletín de la Real Sociedad Española de Historia Natural.</em> 17: 494-499.","Barroso, M. G.",1917,Notas sobre briozoos,,Boletín de la Real Sociedad Española de Historia Natural,,,17,,494-499
"Bartsch, I. (1977). Interstitielle Fauna von Galapagos: 20. Halacaridae (Acari). <em>Mikrof. Meeresb.</em> 65: 1-108.","Bartsch, I.",1977,Interstitielle Fauna von Galapagos: 20. Halacaridae (Acari),,Mikrof. Meeresb.,,,65,,1-108
"Bartsch, I. (1991). Taxonomic notes on halacarids (Acari) from the Skagerrak area. <em>Helgol. Meeresunters.</em> 45: 97-106.","Bartsch, I.",1991,Taxonomic notes on halacarids (Acari) from the Skagerrak area,,Helgol. Meeresunters.,,,45,,97-106
"Bastrop, R.; Blank, M. (2006). Multiple Invasions – A Polychaete Genus Enters the Baltic Sea. <em>Biological Invasions.</em> 8(5): 1195-1200.","Bastrop, R.; Blank, M.",2006,Multiple Invasions – A Polychaete Genus Enters the Baltic Sea,,Biological Invasions,,,8,5,1195-1200
"Bavestrello, G.; Calcinai, B.; Cerrano, C.; Sarà, M. (1998). <i>Alectona</i> species from north-western Pacific (Demospongiae: Clionidae). <em>Journal of the Marine Biological Association of the United Kingdom.</em> 78 (1): 59-73.","Bavestrello, G.; Calcinai, B.; Cerrano, C.; Sarà, M.",1998,<i>Alectona</i> species from north-western Pacific (Demospongiae: Clionidae),,Journal of the Marine Biological Association of the United Kingdom,,,78,1,59-73
"Bayer, F.M. (1981). Key to the genera of Octocorallia exclusive of Pennatulacea (Coelenterata: Anthozoa), with diagnoses of new taxa. <em>Proc. Biol. Soc. Wash.</em> 94(3): 902-947.","Bayer, F.M.",1981,"Key to the genera of Octocorallia exclusive of Pennatulacea (Coelenterata: Anthozoa), with diagnoses of new taxa",,Proc. Biol. Soc. Wash.,,,94,3,902-947
"Beauchamp, P. de. (1927). Rhabdocoeles des sables a diatomees d'Arcachon. II. Autres formes nouvelles ou peu connues. <em>Bulletin de la Société zoologique de France.</em> 52: 386-392.","Beauchamp, P. de",1927,Rhabdocoeles des sables a diatomees d'Arcachon. II. Autres formes nouvelles ou peu connues.,,Bulletin de la Société zoologique de France.,,,52,,386-392
"Bellan-Santini, D.; Karaman, G.; Krapp-Schickel, G.; Ledoyer, M.; Myers, A.A.; Ruffo, S.; Schiecke, U. (1982). The Amphipoda of the Mediterranean. Part 1: Gammaridae (Acanthonotozomatidae to Gammaridae). <em>Mémoires de l'Institut océanographique, Monaco.</em> 13: 1-364.","Bellan-Santini, D.; Karaman, G.; Krapp-Schickel, G.; Ledoyer, M.; Myers, A.A.; Ruffo, S.; Schiecke, U.",1982,The Amphipoda of the Mediterranean. Part 1: Gammaridae (Acanthonotozomatidae to Gammaridae),,"Mémoires de l'Institut océanographique, Monaco",,,13,,364
"Bellan-Santini, D.; Karaman, G.; KrapSchickel, G.; Ledoyer, M.; Ruffo, S. (1993). The Amphipoda of the Mediterranean. Part 3: Gammaridea (Melphidippidae to Talitridae), Ingolfiellidea, Caprellidea. <em>Mémoires de l'Institut Océanographique: Monaco.</em> 13: 577-813.","Bellan-Santini, D.; Karaman, G.; KrapSchickel, G.; Ledoyer, M.; Ruffo, S.",1993,"The Amphipoda of the Mediterranean. Part 3: Gammaridea (Melphidippidae to Talitridae), Ingolfiellidea, Caprellidea",,Mémoires de l'Institut Océanographique: Monaco,,,13,,577-813
"Bellan-Santini, D.; Karaman, G.; Ledoyer, M.; Myers, A.A.; Ruffo, S.; Vader, W. (1998). The Amphipoda of the Mediterranean. Part 4: Localities and Map, Addenda to Parts 1-3, Key to Families, Ecology, Faunistics and Zoogeography, Bibliography, Index. <em>Mémoires de l'Institut océanographique, Monaco.</em> 13: 1-959.","Bellan-Santini, D.; Karaman, G.; Ledoyer, M.; Myers, A.A.; Ruffo, S.; Vader, W.",1998,"The Amphipoda of the Mediterranean. Part 4: Localities and Map, Addenda to Parts 1-3, Key to Families, Ecology, Faunistics and Zoogeography, Bibliography, Index.",,"Mémoires de l'Institut océanographique, Monaco",,,13,,1-959
"Bellet, D. (1899). La culture des huitres perlieres en Italie. <em>La Nature (Paris: Masson).</em> 27(1355): 375.","Bellet, D.",1899,La culture des huitres perlieres en Italie,,La Nature (Paris: Masson),,,27,1355,375
"Belmonte, G.; Bussotti, S.; Costantini, F.; Denitto, F.; Metrangolo, M.; Muscogiuri, L.; Onorato, R. (2003). Indagine faunistica sulle grotte sottomarine del Capo di Leuca (Mar Ionio-Puglia). <em>Biol. Mar. Medit.</em> 10(2): 647-649.","Belmonte, G.; Bussotti, S.; Costantini, F.; Denitto, F.; Metrangolo, M.; Muscogiuri, L.; Onorato, R.",2003,Indagine faunistica sulle grotte sottomarine del Capo di Leuca (Mar Ionio-Puglia),,Biol. Mar. Medit.,,,10,2,647-649
"Belpaire, C.; De Charleroy, D.; Thomas, K.; Van Damme, P.; Ollevier, F.P. (1989). Effects of eel restocking on the distribution of the swimbladder nematode Anguillicola crassus in Flanders, Belgium. <em>J. Appl. Ichthyol.</em> 5(3): 151-153.","Belpaire, C.; De Charleroy, D.; Thomas, K.; Van Damme, P.; Ollevier, F.P.",1989,"Effects of eel restocking on the distribution of the swimbladder nematode Anguillicola crassus in Flanders, Belgium",,J. Appl. Ichthyol.,,,5,3,151-153
"Ben Eliahu, M.N. (1995). A list of Polychaeta along the Levant Coast. <em>Haasiana.</em> 1: 78-93.","Ben Eliahu, M.N.",1995,A list of Polychaeta along the Levant Coast,,Haasiana,,,1,,78-93
"Ben Tuvia, A. (1978). Immigration of fishes through the Suez Canal. <em>Fishery Bulletin.</em> 76(1): 249-255.","Ben Tuvia, A.",1978,Immigration of fishes through the Suez Canal,,Fishery Bulletin,,,76,1,249-255
"Ben-Eliahu, M.N. (1972). Contributions to the knowledge of Suez Canal migration. Polychaeta Errantia of the Suez Canal. <em>Israel Journal of Zoology.</em> 21(3-4): 189-237.","Ben-Eliahu, M.N.",1972,Contributions to the knowledge of Suez Canal migration. Polychaeta Errantia of the Suez Canal,,Israel Journal of Zoology,,,21,3-4,189-237
"Ben-Eliahu, M.N. (1976). Errant polychaete cryptofauna (excluding Syllidae and Nereidae) from rims of similar intertidal vermetid reefs on the Mediterranean coast of Israel and in the Gulf of Elat. <em>Israel Journal of Zoology.</em> 25: 156-177.","Ben-Eliahu, M.N.",1976,Errant polychaete cryptofauna (excluding Syllidae and Nereidae) from rims of similar intertidal vermetid reefs on the Mediterranean coast of Israel and in the Gulf of Elat,,Israel Journal of Zoology,,,25,,156-177
"Ben-Tuvia, A. (1953). Mediterranean fishes of Israel. <em>Bulletin of the Sea Fisheries Research Station, Haifa.</em> 8: 1-40.","Ben-Tuvia, A.",1953,Mediterranean fishes of Israel,,"Bulletin of the Sea Fisheries Research Station, Haifa",,,8,,1-40
"Ben-Tuvia, A. (1955). Two Indo-Pacific fishes, <i>Dasayatis uarnak</i> and <i>Upeneus moluccensis</i> in the eastern Mediterranean. <em>Nature, London.</em> 176: 1177-1178.","Ben-Tuvia, A.",1955,"Two Indo-Pacific fishes, <i>Dasayatis uarnak</i> and <i>Upeneus moluccensis</i> in the eastern Mediterranean",,"Nature, London",,,176,,1177-1178
"Ben-Tuvia, A. (1983). An Indo-Pacific goby <i>Oxyurichthys papuensis</i> in the Eastern Mediterranean. <em>Israel Journal of Zoology.</em> 32: 37-43.","Ben-Tuvia, A.",1983,An Indo-Pacific goby <i>Oxyurichthys papuensis</i> in the Eastern Mediterranean,,Israel Journal of Zoology,,,32,,37-43
"Ben-Tuvia, T. (1993). A review of the Indo-west Pacific congrid fishes of genera <i>Rhynchoconger</i> and <i>Bathycongrus</i> with the description of three new species. <em>Israel Journal of Zoology.</em> 39 (4): 349-370.","Ben-Tuvia, T.",1993,A review of the Indo-west Pacific congrid fishes of genera <i>Rhynchoconger</i> and <i>Bathycongrus</i> with the description of three new species.,,Israel Journal of Zoology,,,39,4,349-370
"Beneden, P.J. (1853). Note sur un nouveau genre de Crustacé parasite, Eudactylina. <em>Mémoires de l'Académie Royal des Sciences, des Lettres et des Beaux-Arts de Belgique.</em> 20: 235-239.","Beneden, P.J.",1853,"Note sur un nouveau genre de Crustacé parasite, Eudactylina.",,"Mémoires de l'Académie Royal des Sciences, des Lettres et des Beaux-Arts de Belgique",,,20,,235-239
"Beneden, P.J. van. (1846). Mémoire sur l'embryogénie, l'anatomie et la physiologie des Ascidies simples. <em>Bull. Acad. R. Sci. Lett. B.-Arts Belg.</em> 13(2): (1-11).","Beneden, P.J. van",1846,"Mémoire sur l'embryogénie, l'anatomie et la physiologie des Ascidies simples",,Bull. Acad. R. Sci. Lett. B.-Arts Belg.,,,13,2,(1-11)
"Beneden, P.J. van. (1852). Anatomie comparée. <em>Encyclopédie populaire. Bruxelles. Societe pour l'Emancipation Intellectuelee.</em> 348 pp., 340 figs.","Beneden, P.J. van",1852,Anatomie comparée.,,Encyclopédie populaire. Bruxelles. Societe pour l'Emancipation Intellectuelee,,,,,"348 pp., 340 figs."
"Beneden, P.J. van. (1853). Note sur un nouveau genre de Crustacé parasite (Pagodina). <em>Bulletin de l'Académie Royale de Belgique.</em> 20(1):482-487, pl. 1.","Beneden, P.J. van",1853,Note sur un nouveau genre de Crustacé parasite (Pagodina).,,Bulletin de l'Académie Royale de Belgique,,,20,1,"482-487, pl. 1."
"Beneden, P.J. van. (1854). Notice sur un nouveau genre de Siphonostome (genre Congéricole) habitant les branchies du Congre. <em>Bulletin de l'Académie Royale de Belgique.</em> 21(2):583-589, pl. 1.","Beneden, P.J. van",1854,Notice sur un nouveau genre de Siphonostome (genre Congéricole) habitant les branchies du Congre.,,Bulletin de l'Académie Royale de Belgique,,,21,2,"583-589, pl. 1"
"Benwell, M. P. (1981). A New Species of Gonionchus (Nematoda: Xyalidae) from the Firth of Clyde, with a Redescription of Enoploides spiculohamatus Schulz (Nematoda: Enoplidae). <em>Cahiers de Biologie Marine.</em> 22: 177-183.","Benwell, M. P.",1981,"A New Species of Gonionchus (Nematoda: Xyalidae) from the Firth of Clyde, with a Redescription of Enoploides spiculohamatus Schulz (Nematoda: Enoplidae)",,Cahiers de Biologie Marine,,,22,,177-183
