String,Author,Year,Title,Book,Journal,Volume,Issue,Pagination
"Bourseau, J.-P. and Roux, M. (1989). Echinodermes: Crinoïdes Pentacrinidae (MUSORSTOM 2 & CORINDON 2). <em>in: Forest, J. (Ed.) Résultats des Campagnes MUSORSTOM 4. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 143: 113-201.","Bourseau, J.-P. and Roux, M.",1989,Echinodermes: Crinoïdes Pentacrinidae (MUSORSTOM 2 & CORINDON 2),Résultats des Campagnes MUSORSTOM 4,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",143,,113-201
"Bourseau, J.-P.; Améziane-Cominardi, N.; Avocat, R.; Roux, M. (1991). Echinodermata: Les Crinoïdes pédonculés de Nouvelle-Calédonie. <em>in: Crosnier, A. Résultats des Campagnes MUSORSTOM 8. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 151, 229-333.","Bourseau, J.-P.; Améziane-Cominardi, N.; Avocat, R.; Roux, M.",1991,Echinodermata: Les Crinoïdes pédonculés de Nouvelle-Calédonie,Résultats des Campagnes MUSORSTOM 8,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",151,,229-333
"Boury-Esnault, N. (1987). The <i>Polymastia</i> species (Demospnges, Hadromerida) of the Atlantic area. <i>In: </i>Vacelet J, Boury-Esnault N (eds) Taxonomy of Porifera from the N.E. Atlantic and the Mediterranean Sea. <em>NATO Advanced Science Institutes Series G, Ecological Sciences. Springer, Heidelberg,.</em> 13: 29-66.","Boury-Esnault, N.",1987,"The <i>Polymastia</i> species (Demospnges, Hadromerida) of the Atlantic area.",Taxonomy of Porifera from the N.E. Atlantic and the Mediterranean Sea,"NATO Advanced Science Institutes Series G, Ecological Sciences",13,,29-66
"Bousfield, E. L.; Hoover, P. M. (1997). The amphipod superfamily Corophioidea on the Pacific Coast of North America. Part V. Family Corophiidae: Corophiinae, new subfamily. <em>Systematics and distributional ecology. Amphipacifica.</em> 2(3): 67-139.","Bousfield, E. L.; Hoover, P. M.",1997,"The amphipod superfamily Corophioidea on the Pacific Coast of North America. Part V. Family Corophiidae: Corophiinae, new subfamily",,Systematics and distributional ecology. Amphipacifica,2,3,67-139
"Bouwman, L.A. (1981). A survey of nematodes from the Ems Estuary Part I: Systematics. <em>Zool. Jb. (Syst.).</em> 108: 335-385.","Bouwman, L.A.",1981,A survey of nematodes from the Ems Estuary Part I: Systematics,,Zool. Jb. (Syst.),108,,335-385
"Bowman, T. E. (1978). Revision of the pelagic amphipod genus Primno (Hyperiidea: Phrosinidae). <em>Smithsonian Contributions to Zoology.</em> 275: 1-23.","Bowman, T. E.",1978,Revision of the pelagic amphipod genus Primno (Hyperiidea: Phrosinidae),,Smithsonian Contributions to Zoology,275,,Jan-23
"Boxshall, G.A. (2001). Branchiura. <em>In: Costello, M.J. et al. (eds.). European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels.</em> 50:243.","Boxshall, G.A.",2001,Branchiura.,European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification,Collection Patrimoines Naturels,50,,243
"Boxshall, G.A. & R. Huys. (1989). New family of deep-sea planktonic copepods, the Paralubbockiidae (Copepoda: Poecilostomatoida). Biological Oceanography 6(2):163-173, figs. 1-7.","Boxshall, G.A. & R. Huys",1989,"New family of deep-sea planktonic copepods, the Paralubbockiidae (Copepoda: Poecilostomatoida).",,Biological Oceanography,6,2,"163-173, figs. 1-7"
"Boxshall, G.A. & R. Huys. (1989). New tantulocarid, Stygotantulus stocki, parasitic on harpacticoid copepods, with an analysis of the phylogenetic relationship within the Maxillopoda. Journal of Crustacean Biology 9(1):126-140, figs. 1-6, tab. 1.","Boxshall, G.A. & R. Huys",1989,"New tantulocarid, Stygotantalus stocki, parasitic on harpacticoid copepods, with an analysis of the phylogenetic relationship within the Maxillopoda.",,Journal of Crustacean Biology,9,1,"126-140, figs. 1-6, tab. 1"
"Boxshall, G.A. & R. Huys. (1992). A homage to homology: patterns of copepod evolution. Acta Zoologica, Stockholm 73(5):327-334.","Boxshall, G.A. & R. Huys",1992,A homage to homology: patterns of copepod evolution.,,"Acta Zoologica, Stockholm",73,5,327-334
"Boxshall, G.A. & R. Huys. (1994). Asterocheres reginae, a new species of parasitic copepod (Siphonostomatoida: Asterocheridae) from a sponge in Belize. <em>Systematic Parasitology.</em> 27(1): 19-33.","Boxshall, G.A. & R. Huys",1994,"Asterocheres reginae, a new species of parasitic copepod (Siphonostomatoida: Asterocheridae) from a sponge in Belize",,Systematic Parasitology,27,1,19-33
"Boxshall, G.A. & R. Huys. (1998). The ontogeny and phylogeny of copepod antennules. <em>Philosophical Transactions of the Royal Society B: Biological Sciences.</em> 353(1369): 765-786.","Boxshall, G.A. & R. Huys",1998,The ontogeny and phylogeny of copepod antennules.,,Philosophical Transactions of the Royal Society B: Biological Sciences,353,1369,765-786
"Boxshall, G.A., R. Huys & R.J. Lincoln. (1989). A new species of Microdajus (Crustacea: Tantulocarida) parasitic on a tanaid in the northeastern Atlantic, with observations on M. langi Greve. <em>Systematic Parasitology.</em> 14(1): 17-30.","Boxshall, G.A., R. Huys & R.J. Lincoln",1989,"A new species of Microdajus (Crustacea: Tantulocarida) parasitic on a tanaid in the northeastern Atlantic, with observations on M. langi Greve.",,Systematic Parasitology,14,1,17-30
"Boyer, F. (2008). The genus Serrata Jousseaume, 1875 (Caenogastropoda: Marginellidae) in New Caledonia. <em>in: Héros, V. et al. (Ed.) Tropical Deep-Sea Benthos 25. Mémoires du Muséum national d'Histoire naturelle (1993).</em> 196: 389-436.","Boyer, F.",2008,"The genus Serrata Jousseaume, 1875 (Caenogastropoda: Marginellidae) in New Caledonia",Tropical Deep-Sea Benthos 25,Mémoires du Muséum national d'Histoire naturelle (1993),196,,389-436
"Boyko, C. B.; Harvey, A. W. (1999). Crustacea Decapoda: Albuneidae and Hippidae of the tropical Indo-West Pacific region. <em>In: A. Crosnier (ed.), Résultats des Campagnes MUSORSTOM, volume 20. Mémoires du Muséum National d'Histoire Naturelle.</em> 180: 379-406.","Boyko, C. B.; Harvey, A. W.",1999,Crustacea Decapoda: Albuneidae and Hippidae of the tropical Indo-West Pacific region,Résultats des Campagnes MUSORSTOM 20,Mémoires du Muséum National d’Histoire Naturelle,180,,379-406
"Bozic, B. (1955). Travaux de la station biologique de Roscoff. XXV. Copépodes Harpacticoïdes des sables des environs de Roscoff. Description de quelques formes nouvelles. <em>Zoologie Experimentale et Generale.</em> 92 (1): 1-12.","Bozic, B.",1955,Travaux de la station biologique de Roscoff. XXV. Copépodes Harpacticoïdes des sables des environs de Roscoff. Description de quelques formes nouvelles,,Zoologie Experimentale et Generale,92,1,01-Dec
"Braarud, T.; Heimdal, B. (1970). Brown water on the Norwegian coast in autumn. <em>Nytt Magasin for Botanikk.</em> 17: 91-97.","Braarud, T.; Heimdal, B.",1970,Brown water on the Norwegian coast in autumn,,Nytt Magasin for Botanikk,17,,91-97
"Braeckman, U.; Vanaverbeke, J.; Vincx, M.; Van Oevelen, D.; Soetaert, K. (2013). Meiofauna Metabolism in Suboxic Sediments: Currently Overestimated. <em>PLoS ONE.</em> 8(3): e59289.","Braeckman, U.; Vanaverbeke, J.; Vincx, M.; Van Oevelen, D.; Soetaert, K.",2013,Meiofauna Metabolism in Suboxic Sediments: Currently Overestimated,,PLoS ONE,8,3,e59289
"Brandt, S. (2001). Apicomplexa (free-living species). <em>in: Costello, M.J. et al. (Ed.) (2001). European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels.</em> 50: pp. 40.","Brandt, S.",2001,Apicomplexa (free-living species),European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification,Collection Patrimoines Naturels,50,,40
"Brendelberger, H. & Jürgens, S. (1993). Suspension feeding in Bithynia tentaculata (Prosobranchia, Bithyniidae), as affected by body size, food and temperature. <em>Oecologia.</em> 94 (1): 36-42. Berlin.","Brendelberger, H. & Jürgens, S.",1993,"Suspension feeding in Bithynia tentaculata (Prosobranchia, Bithyniidae), as affected by body size, food and temperature",,Oecologia,94,1,36-42
"Briggs, R.P. (1973). <i>Lichomolgus actiniae</i> D.V.: an associated copepod new to Irish waters. <em>Irish Naturalists' Journal.</em> 17(12):423-424. (x-1973).","Briggs, R.P.",1973,<i>Lichomolgus actiniae</i> D.V.: an associated copepod new to Irish waters.,,Irish Naturalists' Journal,17,12,423-424
"Brinckmann, A. (1965). The life cycle of the medusa <i>Cirrholovenia tetranema</i> Kramp 1959 (Leptomedusae, Lovenellidae) with a hydroid of the genus <i>Cuspidella</i> Hincks. <em>Canadian Journal of Zoology.</em> 43(1): 13-15.","Brinckmann, A.",1965,"The life cycle of the medusa <i>Cirrholovenia tetranema</i> Kramp 1959 (Leptomedusae, Lovenellidae) with a hydroid of the genus <i>Cuspidella</i> Hincks",,Canadian Journal of Zoology,43,,13-15
"Brodie, J.; Irvine, L. M. (1997). A comparison of Porphyra dioica sp. nov. and P. purpurea (Roth) C. Ag. (Rhodophyta: Bangiophycidae) in Europe. <em>Cryptogame: Algologie.</em> 18: 283-297.","Brodie, J.; Irvine, L. M.",1997,A comparison of Porphyra dioica sp. nov. and P. purpurea (Roth) C. Ag. (Rhodophyta: Bangiophycidae) in Europe,,Cryptogame: Algologie,18,,283-297
"Bruce, A. J. (1981). Crustacés Décapodes: Pontoniinae. <em>in: Forest, J. (Ed.) Résultats des campagnes MUSORSTOM: I. Philippines (18-28 Mars 1976). Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 91: 189-215.","Bruce, A. J.",1981,Crustacés Décapodes: Pontoniinae,Résultats des campagnes MUSORSTOM: I. Philippines (18-28 Mars 1976),"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",91,,189-215
"Bruce, A. J. (1990). Crustacea Decapoda: Deep-sea Palaemonoid shrimps from New Caledonian waters. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 6. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 145, 149-215.","Bruce, A. J.",1990,Crustacea Decapoda: Deep-sea Palaemonoid shrimps from New Caledonian waters,Résultats des Campagnes MUSORSTOM 6,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",145,,149-215
"Bruce, A. J. (1990). Crustacea Decapoda: Gelastreutes crosnieri gen. nov., sp. nov. (Hippolytidae) from New Caledonia. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 6. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologi.</em> 145, 137-147.","Bruce, A. J.",1990,"Crustacea Decapoda: Gelastreutes crosnieri gen. nov., sp. nov. (Hippolytidae) from New Caledonia",Résultats des Campagnes MUSORSTOM 6,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologi",145,,137-147
"Bruce, A. J. (1991). Crustacea Decapoda: Further deep-sea Palaemonoid shrimps from New Caledonian waters. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 9. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 152, 299-411.","Bruce, A. J.",1991,Crustacea Decapoda: Further deep-sea Palaemonoid shrimps from New Caledonian waters,Résultats des Campagnes MUSORSTOM 9,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",152,,299-411
"Bruce, A. J. (1996). Crustacea Decapoda: Palaemonoid shrimps from the Indo-Pacific region mainly from New Caledonia. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 15. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 168: 197-267.","Bruce, A. J.",1996,Crustacea Decapoda: Palaemonoid shrimps from the Indo-Pacific region mainly from New Caledonia,Résultats des Campagnes MUSORSTOM 15,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",168,,197-267
"Bruce, A.J. (1985). Decapod Crustacea: Pontoniinae (MUSORSTOM II). <em>in: Forest, J. (Ed.) Résultats des Campagnes MUSORSTOM I et II Philippines (1976, 1980). Tome 2. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 133: 229-260.","Bruce, A.J.",1985,Decapod Crustacea: Pontoniinae (MUSORSTOM II),"Résultats des Campagnes MUSORSTOM I et II Philippines (1976, 1980). Tome 2","Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",133,,229-260
"Bruce, N. L. (1996). Crustacea Isopoda: Some Cirolanidae from the MUSORSTOM cruises off New Caledonia. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 15. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 168: 147-166.","Bruce, N. L.",1996,Crustacea Isopoda: Some Cirolanidae from the MUSORSTOM cruises off New Caledonia,Résultats des Campagnes MUSORSTOM 15,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",168,,147-166
"Brunet, M. (1966). Sur quelques Turbellariés Calyptorhynques de sables fins de la région de Marseille. <em>Bulletin de la Société Zoologique de France.</em> 91: 721-730.","Brunet, M.",1966,Sur quelques Turbellariés Calyptorhynques de sables fins de la région de Marseille,,Bulletin de la Société Zoologique de France,91,,721-730
"Bruun, A. F. (1935). <i>Parexocoetus</i>, a Red Sea flying fish in the Mediterranean. <em>Nature.</em> 136: 553.","Bruun, A. F.",1935,"<i>Parexocoetus</i>, a Red Sea flying fish in the Mediterranean",,Nature,136,,553
"Buckeridge, J. S. (1994). Cirripedia Thoracica: Verrucomorpha of New Caledonia, Indonesia, Wallis and Futuna Islands. <em>in: Crosnier, A. Résultats des Campagnes MUSORSTOM 12. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 161: 87-125.","Buckeridge, J. S.",1994,"Cirripedia Thoracica: Verrucomorpha of New Caledonia, Indonesia, Wallis and Futuna Islands",Résultats des Campagnes MUSORSTOM 12,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",161,,87-125
"Buckeridge, J. S. (1997). Cirripedia Thoracica: New ranges and species of Verrucomorpha from the Indian and Southwest Pacific Oceans. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 18. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 176: 125-149.","Buckeridge, J. S.",1997,Cirripedia Thoracica: New ranges and species of Verrucomorpha from the Indian and Southwest Pacific Oceans,Résultats des Campagnes MUSORSTOM 18,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",176,,125-149
"Burukovsky, R. N. (2013). Shrimps of the family Nematocarcinidae Smith, 1884 (Crustacea, Decapoda, Caridea) from Taiwan and the Philippines collected by the TAIWAN, PANGLAO 2005 and AURORA expeditions in the western Pacific. <em>Shrimps of the family Nematocarcinidae Smith, 1884 (Crustacea, Decapoda, Caridea) from Taiwan and the Philippines collected by the TAIWAN, PANGLAO 2005 and AURORA expeditions in the western Pacific.</em> 204: 155-189.","Burukovsky, R. N.",2013,"Shrimps of the family Nematocarcinidae Smith, 1884 (Crustacea, Decapoda, Caridea) from Taiwan and the Philippines collected by the TAIWAN, PANGLAO 2005 and AURORA expeditions in the western Pacific","Shrimps of the family Nematocarcinidae Smith, 1884 (Crustacea, Decapoda, Caridea) from Taiwan and the Philippines collected by the TAIWAN, PANGLAO 2005 and AURORA expeditions in the western Pacific",,204,,155-189
"Buschbaum, C.; Gutow, L. (2005). Mass occurrence of an introduced crustacean (Caprella cf. mutica) in the south-eastern North Sea. <em>Helgoland Marine Research.</em> 59(3): 252-253.","Buschbaum, C.; Gutow, L.",2005,Mass occurrence of an introduced crustacean (Caprella cf. mutica) in the south-eastern North Sea,,Helgoland Marine Research,59,3,252-253
"Bussotti, S.; Denitto, F.; Guidetti, P.; Belmonte, G. (2002). Fish Assemblages in Shallow Marine Caves of the Salento Peninsula (Southern Apulia, SE Italy). <em>Marine Ecology.</em> 23(s1): 11-20.","Bussotti, S.; Denitto, F.; Guidetti, P.; Belmonte, G.",2002,"Fish Assemblages in Shallow Marine Caves of the Salento Peninsula (Southern Apulia, SE Italy)",,Marine Ecology,23,s1,Nov-20
"Bussotti, S.; Guidetti, P. (2009). Do Mediterranean fish assemblages associated with marine caves and rocky cliffs differ?. <em>Estuarine, Coastal and Shelf Science.</em> 81(1): 65-73.","Bussotti, S.; Guidetti, P.",2009,Do Mediterranean fish assemblages associated with marine caves and rocky cliffs differ?,,"Estuarine, Coastal and Shelf Science",81,1,65-73
"Bussotti, S.; Guidetti, P.; Belmonte, G. (2003). Distribution patterns of the cardinal fish, Apogon imberbis, in shallow marine caves in southern Apulia (SE Italy). <em>Ital. J. Zoolog.</em> 70: 153-157.","Bussotti, S.; Guidetti, P.; Belmonte, G.",2003,"Distribution patterns of the cardinal fish, Apogon imberbis, in shallow marine caves in southern Apulia (SE Italy)",,Ital. J. Zoolog.,70,,153-157
"Bussotti, S.; Terlizzi, A.; Fraschetti, S.; Belmonte, G.; Boero, F. (2006). Spatial and temporal variability of sessile benthos in shallow Mediterranean marine caves. <em>Mar. Ecol. Prog. Ser.</em> 325: 109-119.","Bussotti, S.; Terlizzi, A.; Fraschetti, S.; Belmonte, G.; Boero, F.",2006,Spatial and temporal variability of sessile benthos in shallow Mediterranean marine caves,,Mar. Ecol. Prog. Ser.,325,,109-119
"Buzzurro, G.; Hoarau, A.; Greppi, E.; Pelorce, J. (2001). Prima segnalazione di <i>Hinemoa cylindrica</i> (de Folin, 1879) per il Mediterraneo. <em>Bollettino Malacologico.</em> 37(1-4):  23-26.","Buzzurro, G.; Hoarau, A.; Greppi, E.; Pelorce, J.",2001,"Prima segnalazione di <i>Hinemoa cylindrica</i> (de Folin, 1879) per il Mediterraneo",,Bollettino Malacologico,37,01-Apr,23-26
