String,Authors,Year,Title,bookTitle,SeriesTitle,publishers,City,Volume,Issue,Pagination
"<b>Harper, D.A.T.; Hints, L.</b> (2001). Distribution and diversity of Ordovician articulated brachiopods in the East Baltic, <b><i>in</i></b>: Brunton, C.H.C. <i>et al.</i> (Ed.) <i>Brachiopods past and present. The Systematics Association Special Volume Series,</i> 63: pp. 315-326","Harper, D.A.T.; Hints, L.",2001,Distribution and diversity of Ordovician articulated brachiopods in the East Baltic,Brachiopods past and present,Systematics Association Special Volume Series,,,,,315-326
"<b>Mingret, P.</b> (1975). Le problème de l'Escaut maritime. <i>Courrier hebdomadaire du CRISP</i>, 704-705. CRISP: Bruxelles.  57 pp.","Mingret, P.",1975,Le problème de l'Escaut maritime,,Courrier hebdomadaire du CRISP,CRISP,Bruxelles,704-705,,57
"<b>Ministerie van openbare Werken</b> [s.d.]. Bibliotheek : katalogus per auteur, 4. [S.n.]: [s.l.].  4 volumes pp.",Ministerie van openbare Werken,,"Bibliotheek : katalogus per auteur, 4",,,,,,,4 volumes
Gardens Bulletin-Singapore: Singapore.  ISSN 0374-7859,,0,Gardens Bulletin-Singapore,,,,Singapore,,,
"<b>Tavernier, I.; Verleyen, E.; Hodgson, D.A.; Heirman, K.; Jacques, A.; Imura, S.; Kudoh, S.; Sabbe, K.; De Batist, M.; Vyverman, W.</b> (2012). Palaeolimnological reconstruction of Holocene climate variability in Lützow Holm Bay, East Antarctica, <b><i>in</i></b>: Sabbe, K. <i>et al.</i> (Ed.) <i>Twenty-second International Diatom Symposium, Aula Academica, Ghent, 26-31 August 2012. Abstracts. VLIZ Special Publication,</i> 58: pp. 229","Tavernier, I.; Verleyen, E.; Hodgson, D.A.; Heirman, K.; Jacques, A.; Imura, S.; Kudoh, S.; Sabbe, K.; De Batist, M.; Vyverman, W.",2012,"Palaeolimnological reconstruction of Holocene climate variability in Lützow Holm Bay, East Antarctica","Twenty-second International Diatom Symposium, Aula Academica, Ghent, 26-31 August 2012. Abstracts",VLIZ Special Publication,,,,,229
"<b>Van Burm, Ph.; Maertens, J.</b> (1977). Grondmechanische kaart 15.3.8 Hoboken, 15.3.8. Rijksinstituut voor Grondmechanica: [s.l.].","Van Burm, Ph.; Maertens, J.",1977,"Grondmechanische kaart 15.3.8 Hoboken, 15.3.8",,,Rijksinstituut voor Grondmechanica,,,,
"(1960). Bijdrage III.8. Getijonderzoek door middel van hydraulisch-elektrische analogie, <b><i>in</i></b>: <i>Rapport Deltacommissie. Bijdragen. Beschouwingen over stormvloeden en getijbeweging. III.1-8. Deel 4.</i> pp. 209-230",,1960,Bijdrage III.8. Getijonderzoek door middel van hydraulisch-elektrische analogie,Rapport Deltacommissie. Bijdragen. Beschouwingen over stormvloeden en getijbeweging. III.1-8. Deel 4,,,,,,209-230
"<b>Dahdouh-Guebas, F.; Jayatissa, L.P.; Hettiarachi, S.; Bosire, J.O.; Kairo, J.G.; Koedam, N.</b> (2012). Meeting on Mangrove ecology, functioning and Management (MMM3): more than two decades of insight on mangrove research in Kenya, Sri Lanka and beyond, <b><i>in</i></b>: Dahdouh-Guebas, F. <i>et al.</i> (Ed.) <i>Proceedings of the International Conference 'Meeting on Mangrove ecology, functioning and Management - MMM3', Galle, Sri Lanka, 2-6 July 2012. VLIZ Special Publication,</i> 57: pp. 24-25","Dahdouh-Guebas, F.; Jayatissa, L.P.; Hettiarachi, S.; Bosire, J.O.; Kairo, J.G.; Koedam, N.",2012,"Meeting on Mangrove ecology, functioning and Management (MMM3): more than two decades of insight on mangrove research in Kenya, Sri Lanka and beyond","Proceedings of the International Conference 'Meeting on Mangrove ecology, functioning and Management - MMM3', Galle, Sri Lanka, 2-6 July 2012",VLIZ Special Publication,,,,,24-25
"(1951). Drifting land by the North-Sea, <b><i>in</i></b>: <i>4<sup>e</sup> Internationaal Congres van de Zee, Oostende 20-23 juli 1951: verslagen = 4<sup>ième</sup> Congrès International de la Mer, Ostende, du 20 au 23 juillet 1951: rapports. Internationaal congres van de zee (verslagen) = Congrès International de la Mer (rapports),</i> 4: pp. 842",,1951,Drifting land by the North-Sea,"4<sup>e</sup> Internationaal Congres van de Zee, Oostende 20-23 juli 1951: verslagen = 4<sup>ième</sup> Congrès International de la Mer, Ostende, du 20 au 23 juillet 1951: rapports",Internationaal congres van de zee (verslagen) = Congrès International de la Mer (rapports),,,,,842
"<b>Gazagnadou, D.</b> (2017). Fluidité des circulations dans l'empire mongol du XIII<sup>e</sup> siècle, <b><i>in</i></b>: Balard, M. <i>et al.</i> (Ed.) <i>The Sea in History. The Medieval World = La mer dans l'histoire. Le Moyen Âge.</i> pp. 741-752","Gazagnadou, D.",2017,Fluidité des circulations dans l'empire mongol du XIII<sup>e</sup> siècle,The Sea in History. The Medieval World = La mer dans l'histoire. Le Moyen Âge,,,,,,741-752
Sotsiologicheskie Issledovaniya: Moscow.  ISSN 0132-1625,,0,Sotsiologicheskie Issledovaniya,,,,Moscow,,,
"<b>Tsien, H.-H.</b> (1975). Introduction to the Devonian reef development in Belgium, <b><i>in</i></b>: Conil, R. <i>et al.</i> (Ed.) <i>Second symposium international sur les coraux et récifs coralliens fossiles, Paris - Septembre 1975 = Second International Symposium on Fossil Corals and Reefs, Paris - September 1975. Excursion C (Nord de la France et Belgique). Livret-Guide = Guidebook.</i> pp. 3-43","Tsien, H.-H.",1975,Introduction to the Devonian reef development in Belgium,"Second symposium international sur les coraux et récifs coralliens fossiles, Paris - Septembre 1975 = Second International Symposium on Fossil Corals and Reefs, Paris - September 1975. Excursion C (Nord de la France et Belgique). Livret-Guide = Guidebook",,,,,,3-43
"<b>Baptist, M.J.</b> (2005). Modelling floodplain biogeomorphology. PhD Thesis. Delft University Press: Delft. ISBN 90-407-2582-9. xviii, 195 pp.","Baptist, M.J.",2005,Modelling floodplain biogeomorphology,,,Delft University Press,Delft,,,"xviii, 195"
"<b>Bart, A.</b> (1960). Contribution à l'étude des amphipodes de la région de Wimereux. Thesis. Université des Sciences et Technologies de Lille: Lille.  57 pp.","Bart, A.",1960,Contribution à l'étude des amphipodes de la région de Wimereux,,,Université des Sciences et Technologies de Lille,Lille,,,57
"<b>Haley Jr., P.J.; Lermusiaux, P.F.J.</b> (2010). Multiscale two-way embedding schemes for free-surface primitive equations in the ""Multidisciplinary Simulation, Estimation and Assimilation System"". <i>Ocean Dynamics 60(6)</i>: 1497-1537. <a href=""http://dx.doi.org/10.1007/s10236-010-0349-4"" target=""_blank"">http://dx.doi.org/10.1007/s10236-010-0349-4</a>","Haley Jr., P.J.; Lermusiaux, P.F.J.",2010,"Multiscale two-way embedding schemes for free-surface primitive equations in the ""Multidisciplinary Simulation, Estimation and Assimilation System""",,Ocean Dynamics,,,60,6,1497-1537
"<b>Stene, A.; Gundersen, A.C.; Albert, O.T.; Solemdal, P.; Nedreaas, K.H.</b> (1998). Early development of Northeast Arctic Greenland halibut (<i>Reinhardtius hippoglossoides</i>). <i>CM Documents - ICES</i>, CM 1998(O:27). International Council for the Exploration of the Sea: Copenhagen.  7 + figures pp.","Stene, A.; Gundersen, A.C.; Albert, O.T.; Solemdal, P.; Nedreaas, K.H.",1998,Early development of Northeast Arctic Greenland halibut (<i>Reinhardtius hippoglossoides</i>),,CM Documents - ICES,International Council for the Exploration of the Sea,Copenhagen,CM 1998,O:27,7 + figures
"<b>Thurston, M.H.</b> (1968). A spider crab new to Britain. <i>Crustaceana 14(2)</i>: 223-224. <a href=""http://hdl.handle.net/10.1163/156854068x00692"" target=""_blank"">hdl.handle.net/10.1163/156854068x00692</a>","Thurston, M.H.",1968,A spider crab new to Britain,,Crustaceana,,,14,2,223-224
"<b>Brorsen, M.</b> (2007). Non-linear waves. <i>DCE Lecture Notes</i>, 9. Aalborg University. Department of Civil Engineering: Aalborg.  i, 32 pp.","Brorsen, M.",2007,Non-linear waves,,DCE Lecture Notes,Aalborg University. Department of Civil Engineering,Aalborg,9,,"i, 32"
"<b>Morisseaux, C.</b> (1908). Le port de Lisbonne, <b><i>in</i></b>: <i>Les ports et leur fonction économique: tome troisième. Les ports et leur fonction économique,</i> 3: pp. 87-104","Morisseaux, C.",1908,Le port de Lisbonne,Les ports et leur fonction économique: tome troisième,Les ports et leur fonction économique,,,,,87-104
"<b>Van Landeghem, B.</b> (2010). Vergelijken van havenwebsites. MSc Thesis. Hogere Zeevaartschool: Antwerpen.  124 pp.","Van Landeghem, B.",2010,Vergelijken van havenwebsites,,,Hogere Zeevaartschool,Antwerpen,,,124
"<b>Merchie, G.; Lavens, P.; Verreth, J.; Ollevier, F.P.; Nelis, H.; De Leenheer, A.P.; Storch, V.; Sorgeloos, P.</b> (1997). The effect of supplemental ascorbic acid in enriched live food for <i>Clarias gariepinus</i> larvae at startfeeding. <i>Aquaculture 151</i>: 245-258","Merchie, G.; Lavens, P.; Verreth, J.; Ollevier, F.P.; Nelis, H.; De Leenheer, A.P.; Storch, V.; Sorgeloos, P.",1997,The effect of supplemental ascorbic acid in enriched live food for <i>Clarias gariepinus</i> larvae at startfeeding,,Aquaculture,,,151,,245-258
"<b>Worley, K.</b> (2005). Mangrove as an indicator of estuarine conditions in restoration areas, <b><i>in</i></b>: Bortone, S.A. <i>et al.</i> <i>Estuarine indicators. CRC Marine Science Series,</i> : pp. 247-260","Worley, K.",2005,Mangrove as an indicator of estuarine conditions in restoration areas,Estuarine indicators,CRC Marine Science Series,,,,,247-260
"<b>Rosa, R.S.; Araújo, M.-L. G.</b> (2005). Bigtooth river stingray or Tocantins River ray, <i> Potamotrygon henlei</i> (Castelnau, 1855), <b><i>in</i></b>: Fowler, S.L. <i>et al.</i> (Ed.) <i>Sharks, rays and chimaeras: the status of the Chondrichthyan fishes. Status survey.</i> pp. 344-345","Rosa, R.S.; Araújo, M.-L. G.",2005,"Bigtooth river stingray or Tocantins River ray, <i> Potamotrygon henlei</i> (Castelnau, 1855)","Sharks, rays and chimaeras: the status of the Chondrichthyan fishes. Status survey",,,,,,344-345
Johnson Matthey Technology Review: Royston.  ISSN 2056-5135,,0,Johnson Matthey Technology Review,,,,Royston,,,
Rivista di Filologia e di Istruzione Classica: Torino.  ISSN 0035-6220,,0,Rivista di Filologia e di Istruzione Classica,,,,Torino,,,
"<b>Minnens, F.; Sioen, I.; Nadal, M.; Verbeke, W.; Marques, A.</b> (2017). Consumers' acceptance of an online tool for health risk-benefit communication about seafood consumption. Department of Agricultural Economics, Ghent University: Ghent.","Minnens, F.; Sioen, I.; Nadal, M.; Verbeke, W.; Marques, A.",2017,Consumers' acceptance of an online tool for health risk-benefit communication about seafood consumption,,,"Department of Agricultural Economics, Ghent University",Ghent,,,
"<b>Dreesen, J.B.</b> (1979). Woorden uit de zeemankist: Over het dek en wat er op en bij hoort. <i>Neptunus (Zeebrugge) 27(182)</i>: 46-48","Dreesen, J.B.",1979,Woorden uit de zeemankist: Over het dek en wat er op en bij hoort,,Neptunus (Zeebrugge),,,27,182,46-48
"(1939). Het Visscherijblad 5 augustus 1939. <i>Het Visscherijblad: Wetenschap, nijverheid, handel</i>, 7(31). P. Vandenberghe: Oostende.",,1939,Het Visscherijblad 5 augustus 1939,,"Het Visscherijblad: Wetenschap, nijverheid, handel",P. Vandenberghe,Oostende,7,31,
<b>Bestuur voor landbouwkundig onderzoek</b> [s.d.]. Vadecum voor het onderhoud der onbevaarbare waterlopen. [S.n.]: [s.l.].,Bestuur voor landbouwkundig onderzoek,,Vadecum voor het onderhoud der onbevaarbare waterlopen,,,,,,,
"<b>Simpfendorfer, C.A.</b> (1999). Demographic analysis of the dusky shark fishery in southwestern Australia, <b><i>in</i></b>: Musick, J.A. <i>Life in the slow lane: ecology and conservation of long-lived marine animals: proceedings of the Symposium Conservation of Long-Lived Marine Animals held at Monterey, California, USA 24 August 1997. American Fisheries Society Symposium,</i> 23: pp. 149-160","Simpfendorfer, C.A.",1999,Demographic analysis of the dusky shark fishery in southwestern Australia,"Life in the slow lane: ecology and conservation of long-lived marine animals: proceedings of the Symposium Conservation of Long-Lived Marine Animals held at Monterey, California, USA 24 August 1997",American Fisheries Society Symposium,,,,,149-160
Journal of Thoracic Disease: Hong Kong.  ISSN 2072-1439; e-ISSN 2077-6624,,0,Journal of Thoracic Disease,,,,Hong Kong,,,
"(1971-1984). Maandelijkse neerslagslagen over de hydrografische bekkens van België, 1970-1971. KMI: Brussel.",,1971,"Maandelijkse neerslagslagen over de hydrografische bekkens van België, 1970-1971",,,KMI,Brussel,,,
"<b>Kurahara, Y.; Takeda, M.; Mase, H.</b> (2019). Prediction of shackle motion hanged from a jib top of crane barge by a coupling numerical model of three motions, <b><i>in</i></b>: <i>PIANC Yearbook 2019.</i> pp. 21-36","Kurahara, Y.; Takeda, M.; Mase, H.",2019,Prediction of shackle motion hanged from a jib top of crane barge by a coupling numerical model of three motions,PIANC Yearbook 2019,,,,,,21-36
"<b>Rice, J.</b> (2002). Changes to the large marine ecosystem of the Newfoundland-Labrador Shelf, <b><i>in</i></b>: Sherman, K. <i>et al.</i> <i>Large marine ecosystems of the North Atlantic: changing states and sustainability. Large Marine Ecosystems Series,</i> : pp. 51-103","Rice, J.",2002,Changes to the large marine ecosystem of the Newfoundland-Labrador Shelf,Large marine ecosystems of the North Atlantic: Changing states and sustainability,Large Marine Ecosystems Series,,,,,51-103
Studi Musicali-Nuova Serie: Roma.  ISSN 0391-7789,,0,Studi Musicali-Nuova Serie,,,,Roma,,,
"<b>Laszloffy, W.</b> (1962). Les recherches hydrologiques en Hongrie. [S.n.]: Grenoble.","Laszloffy, W.",1962,Les recherches hydrologiques en Hongrie,,,,Grenoble,,,
"<b>De Maeyer-Criel, G.</b> (1978). Elektronenmicroscopisch onderzoek naar de ultrastructuur tijdens de secretiecyclus van de schaalklier bij <i>Artemia salina</i>. <i>Verhandelingen van de Koninklijke Vlaamse Academie voor Wetenschappen, Letteren en Schone Kunsten van Belgie, Klasse der Wetenschappen</i>, 40(145). Koninklijke Vlaamse Academie voor Wetenschappen, Letteren en Schone Kunsten van België: Brussel.  131 pp.","De Maeyer-Criel, G.",1978,Elektronenmicroscopisch onderzoek naar de ultrastructuur tijdens de secretiecyclus van de schaalklier bij <i>Artemia salina</i>,,"Verhandelingen van de Koninklijke Vlaamse Academie voor Wetenschappen, Letteren en Schone Kunsten van Belgie, Klasse der Wetenschappen","Koninklijke Vlaamse Academie voor Wetenschappen, Letteren en Schone Kunsten van België",Brussel,40,145,131
"<b>Williams, M.L.; Brusher, H.A.; Palko, B.J.; Trent, L.</b> (1984). Catch and effort data from a sample survey of charterboat captains in the southeastern United States, 1983. <i>NOAA Technical Memorandum</i>, 139. U.S. Department of Commerce. NOAA. National Marine Fisheries Service: Florida.  170 pp.","Williams, M.L.; Brusher, H.A.; Palko, B.J.; Trent, L.",1984,"Catch and effort data from a sample survey of charterboat captains in the southeastern United States, 1983",,NOAA Technical Memorandum,U.S. Department of Commerce. NOAA. National Marine Fisheries Service,Florida,139,,170
"<b>Pohl, A.; Donnadieu, Y.; Le Hir, G.; Ladant, J.-B.; Dumas, C.; Alvarez-Solas, J.; Vandenbroucke, T.R.A.</b> (2016). Glacial onset predated Late Ordovician climate cooling. <i>Paleoceanography 31(6)</i>: 800-821. <a href=""https://hdl.handle.net/10.1002/2016PA002928"" target=""_blank"">https://hdl.handle.net/10.1002/2016PA002928</a>","Pohl, A.; Donnadieu, Y.; Le Hir, G.; Ladant, J.-B.; Dumas, C.; Alvarez-Solas, J.; Vandenbroucke, T.R.A.",2016,Glacial onset predated Late Ordovician climate cooling,,Paleoceanography,,,31,6,800-821
"<b>Scoullos, M.; Mantzara, B.; Constantianos, V.</b> (1996). Greek national programme for the protection of the Mediterranean Monk Seal (<i>Monachus monachus</i>): first results, <b><i>in</i></b>: Salman, A.H.P.M. <i>et al.</i> (Ed.) <i>Coastal Management and Habitat Conservation: Proceedings of the 4th EUCC Congress, Marathon, Greece: Volume 2.</i> pp. 81-86","Scoullos, M.; Mantzara, B.; Constantianos, V.",1996,Greek national programme for the protection of the Mediterranean Monk Seal (<i>Monachus monachus</i>): first results,"Coastal Management and Habitat Conservation: Proceedings of the 4th EUCC Congress, Marathon, Greece: Volume 2",,,,,,81-86
"<b>Bohle-Carbonell, M.</b> (1999). How will the machinery work?, <b><i>in</i></b>: Barthel, K.-G. <i>et al.</i> (Ed.) <i>Third European Marine Science and Technology Conference, Lisbon, 23-27 May 1998: Conference Proceedings.</i> pp. 459-461","Bohle-Carbonell, M.",1999,How will the machinery work?,"Third European Marine Science and Technology Conference, Lisbon, 23-27 May 1998: Conference Proceedings",,,,,,459-461
"<b>Cohen, D.M.; Ebeling, A.W.; Iwamoto, T.; McDowell, S.B.; Marshall, N.B.; Rosen, D.E.; Sonoda, P.; Weed III, W.H.; Woods, L.P.</b> (1973). Fishes of the Western North Atlantic: 6. Order Heteromi (Notacanthiformes) Halosauridae, Notacanthidae, Lipogenyidae. Suborder Cyprinodontoidei. Order Berycomorphi (Beryciformes) Polymixiidae, Berycidae, Diretmidae, Trachichthyidae, Anomalopidae, Holocentridae, Anoplogasteridae. Order Xenoberyces (Stephanoberyciformes) Gibberichthyidae, Stephanoberycidae, Melamphaidae. Order Anacanthini (Gadiformes) in part Macrouridae. <i>Memoir Sears Foundation for Marine Research</i>, I. Sears Foundation for Marine Research, Yale University: New Haven.  xix, 698 pp.","Cohen, D.M.; Ebeling, A.W.; Iwamoto, T.; McDowell, S.B.; Marshall, N.B.; Rosen, D.E.; Sonoda, P.; Weed III, W.H.; Woods, L.P.",1973,"Fishes of the Western North Atlantic: 6. Order Heteromi (Notacanthiformes) Halosauridae, Notacanthidae, Lipogenyidae. Suborder Cyprinodontoidei. Order Berycomorphi (Beryciformes) Polymixiidae, Berycidae, Diretmidae, Trachichthyidae, Anomalopidae, Holocentridae, Anoplogasteridae. Order Xenoberyces (Stephanoberyciformes) Gibberichthyidae, Stephanoberycidae, Melamphaidae. Order Anacanthini (Gadiformes) in part Macrouridae",,Memoir Sears Foundation for Marine Research,"Sears Foundation for Marine Research, Yale University",New Haven,I,,"xix, 698"
