String,Authors,Year,Title,bookTitle,SeriesTitle,publishers,City,Volume,Issue,Pagination
"<b>Langohr, R.</b> (1991). Windval en evolutie van bosecosystemen: het belang voor fauna, flora, bodem en mens. <i>Biol. Jb. Dodonaea 58</i>: 13-14","Langohr, R.",1991,"Windval en evolutie van bosecosystemen: het belang voor fauna, flora, bodem en mens",,Biologisch Jaarboek (Dodonaea),,,58,,13-14
Research Activities of the Faculty of Civil Engineering of the Delft University of Technology. Delft University of Technology. Faculty of Civil Engineering and Geosciences: Delft.  ISSN 0921-9935,,1986,Research Activities of the Faculty of Civil Engineering of the Delft University of Technology,,,Delft University of Technology. Faculty of Civil Engineering and Geosciences,Delft,,,
"<b>Michielsen, S.; Hertoghs, R.; Boeckx, L.; Deschamps, M.; Verwaest, T.; Mostaert, F.</b> (2016). Laagwaterseizoen 2016: maandelijkse laagwaterberichten en samenvatting seizoen. Versie 4.0. <i>WL Rapporten</i>, 00_121_3. Waterbouwkundig Laboratorium: Antwerpen. V, 123 pp.","Michielsen, S.; Hertoghs, R.; Boeckx, L.; Deschamps, M.; Verwaest, T.; Mostaert, F.",2016,Laagwaterseizoen 2016: maandelijkse laagwaterberichten en samenvatting seizoen,,WL Rapporten,Waterbouwkundig Laboratorium,Antwerpen,00_121_3,,"V, 123"
"<b>Bax, N.; Novaglio, C.; Maxwell, K.H.; Meyers, K.; McCann, J.; Jennings, S.; Frusher, S.; Fulton, E.A.; Nursey-Bray, M.; Fischer, M.; Anderson, K.; Layton, C.; Emad, G.R.; Alexander, K.A.; Rousseau, Y.; Lunn, Z.; Carter, C.G.</b> (2021). Ocean resource use: building the coastal blue economy. <i>Rev. Fish Biol. Fish. Online First</i>: 19. <a href=""https://hdl.handle.net/10.1007/s11160-021-09636-0"" target=""_blank"">https://hdl.handle.net/10.1007/s11160-021-09636-0</a>","Bax, N.; Novaglio, C.; Maxwell, K.H.; Meyers, K.; McCann, J.; Jennings, S.; Frusher, S.; Fulton, E.A.; Nursey-Bray, M.; Fischer, M.; Anderson, K.; Layton, C.; Emad, G.R.; Alexander, K.A.; Rousseau, Y.; Lunn, Z.; Carter, C.G.",2021,Ocean resource use: building the coastal blue economy,,Reviews in Fish Biology and Fisheries,,,Online First,,19
"<b>Doniol-Valcroze, T.</b> (2016). Monodontidae, Cetacea - <i>Delphinapterus leucas</i> (Pallas, 1776): Bélouga , <b><i>in</i></b>: Savouré-Soubelet, A. <i>et al.</i> (Ed.) <i>Atlas des mammières sauvages de France: Volume 1. Mammières marins. Patrimoines naturels,</i> 74: pp. 228-231","Doniol-Valcroze, T.",2016,"Monodontidae, Cetacea - <i>Delphinapterus leucas</i> (Pallas, 1776): Bélouga",Atlas des mammifères sauvages de France: Volume 1. Mammifères marins,Patrimoines naturels,,,,,228-231
"(1935). Sea Fisheries Statistical Tables, 1934. <i>Scottish Sea Fisheries Statistical Tables</i>. [S.n.]: [s.l.].  63 pp.",,1935,"Sea Fisheries Statistical Tables, 1934",,Scottish Sea Fisheries Statistical Tables,,,,,63
"<b>Santos, C.P.; Coutinho, A.B.; Hajdu, E.</b> (2002). Spongivory by <i>Eucidaris tribuloides</i> from Salvador, Bahia (Echinodermata: Echinoidea). <i>J. Mar. Biol. Ass. U.K. 82(2)</i>: 295-297","Santos, C.P.; Coutinho, A.B.; Hajdu, E.",2002,"Spongivory by <i>Eucidaris tribuloides</i> from Salvador, Bahia (Echinodermata: Echinoidea)",,Journal of the Marine Biological Association of the United Kingdom,,,82,2,295-297
"<b>Panov, V.E.</b> (2004). Internet-based information resources of aquatic alien species relevant to the Ponto-Caspian region, <b><i>in</i></b>: Dumont, H. <i>et al.</i> (Ed.) <i>Aquatic invasions in the Black, Caspian, and Mediterranean Seas: The ctenophores <i>Mnemiopsis leidyi</i> and <i>Beroe</i> in the Ponto-Caspian and other aquatic invasions. Nato Science Series: 4. Earth and Environmental Sciences,</i> 35: pp. 257-269","Panov, V.E.",2004,Internet-based information resources of aquatic alien species relevant to the Ponto-Caspian region,"Aquatic invasions in the Black, Caspian, and Mediterranean Seas: The ctenophores <i>Mnemiopsis leidyi</i> and <i>Beroe</i> in the Ponto-Caspian and other aquatic invasions",Nato Science Series: 4. Earth and Environmental Sciences,,,,,257-269
"<b>Frost, H.</b> (2010). European Union fisheries management, <b><i>in</i></b>: Grafton, R.Q. <i>et al.</i> (Ed.) <i>Handbook of marine fisheries conservation and management.</i> pp. 471-484","Frost, H.",2010,European Union fisheries management,Handbook of marine fisheries conservation and management,,,,,,471-484
"<b>Bouillon, S.; Middelburg, J.J.; Dehairs, F.A.; Borges, A.V.; Abril, G.; Flindt, M.R.; Ulomi, S.; Kristensen, E.</b> (2007). Importance of intertidal sediment processes and porewater exchange on the water column biogeochemistry in a pristine mangrove creek (Ras Dege, Tanzania). <i>Biogeosciences 4(3)</i>: 311-322","Bouillon, S.; Middelburg, J.J.; Dehairs, F.A.; Borges, A.V.; Abril, G.; Flindt, M.R.; Ulomi, S.; Kristensen, E.",2007,"Importance of intertidal sediment processes and porewater exchange on the water column biogeochemistry in a pristine mangrove creek (Ras Dege, Tanzania)",,Biogeosciences,,,4,3,311-322
"(1997). Report of the study group on elasmobranch fishes, ICES headquarters, 26-30 May 1997. <i>CM Documents - ICES</i>, CM 1997(G:2). International Council for the Exploration of the Sea: Copenhagen.  ii, 22 + tables + figures + appendices pp.",,1997,"Report of the study group on elasmobranch fishes, ICES headquarters, 26-30 May 1997",,CM Documents - ICES,International Council for the Exploration of the Sea,Copenhagen,CM 1997,G:2,"ii, 22 + tables + figures + appendices"
Annual Report of the Laguna Marine Laboratory. Pomona College: Claremont,,1912,Annual Report of the Laguna Marine Laboratory,,,Pomona College,Claremont,,,
"<b>Rappé, K.</b> (2019). Goed doel: Op naar 1.000 VLIZ-leden!, <b><i>in</i></b>: <i>De Grote Rede 50. De Grote Rede: Nieuws over onze Kust en Zee,</i> 50: pp. 29","Rappé, K.",2019,Goed doel: Op naar 1.000 VLIZ-leden!,De Grote Rede 50,De Grote Rede: Nieuws over onze Kust en Zee,,,,,29
"<b>Kaunda-Arara, B.; Mbaru, E.; Mwakiti, S.; Thoya, P.; Athman, A.; Ndirangu, S.; Anam, R.; Orembo, B.; Odongo, D.; Gonda, J.; Kosieny, D.; Ruwa, R.</b> (2014). Fish stock assessment in the Kenyan EEZ: current status, <b><i>in</i></b>: Mees, J. <i>et al.</i> (Ed.) <i>Sustainable use of marine and coastal resources in Kenya: from research to societal benefits. VLIR-UOS International Conference 2014. Kikambala, Kilifi County, Kenya, 27- 29 October 2014: Book of Abstracts. VLIZ Special Publication,</i> 70: pp. 15","Kaunda-Arara, B.; Mbaru, E.; Mwakiti, S.; Thoya, P.; Athman, A.; Ndirangu, S.; Anam, R.; Orembo, B.; Odongo, D.; Gonda, J.; Kosieny, D.; Ruwa, R.",2014,Fish stock assessment in the Kenyan EEZ: current status,"Sustainable use of marine and coastal resources in Kenya: from research to societal benefits. VLIR-UOS International Conference 2014. Kikambala, Kilifi County, Kenya, 27- 29 October 2014: Book of Abstracts",VLIZ Special Publication,,,,,15
Optika atmosfery. ISSN 0235-277X,,,Optika atmosfery,,,,,,,
"<b>Skinner, M.P.; Brewer, T.D.; Johnstone, R.; Fleming, L.E.; Lewis, R.J.</b> (2011). Ciguatera fish poisoning in the Pacific Islands (1998 to 2008). <i>PLoS Neglect. Trop. Dis. 5(12)</i>: 7 pp. <a href=""http://dx.doi.org/10.1371/journal.pntd.0001416"" target=""_blank"">dx.doi.org/10.1371/journal.pntd.0001416</a>","Skinner, M.P.; Brewer, T.D.; Johnstone, R.; Fleming, L.E.; Lewis, R.J.",2011,Ciguatera fish poisoning in the Pacific Islands (1998 to 2008),,PLoS Neglected Tropical Diseases,,,5,12,7 pp
International Journal of Vascular Medicine. HINDAWI PUBLISHING CORP: New York.  ISSN 2090-2824,,0,International Journal of Vascular Medicine,,,HINDAWI PUBLISHING CORP,New York,,,
"<b>Mclaren, P.</b> (1981). An Interpretation of Trends in Grain-Size Measures. <i>J. Sediment. Petrol. 51(2)</i>: 611-624","Mclaren, P.",1981,An Interpretation of Trends in Grain-Size Measures,,Journal of Sedimentary Petrology,,,51,2,611-624
"<b>Nobre, A.</b> (1936). Crustáceos decápodes e stomatópodes marinhos de Portugal. 2nd ed. <i>Fauna marinha de Portugal</i>, 4. Companhia Editora do Minho: Porto. VIII, 215 pp.","Nobre, A.",1936,Crustáceos decápodes e stomatópodes marinhos de Portugal,,Fauna marinha de Portugal,Companhia Editora do Minho,Porto,4,,"VIII, 215"
Arctic Region and Antarctica Issues and Research. Nova Science Publishers: New York,,,Arctic Region and Antarctica Issues and Research,,,Nova Science Publishers,New York,,,
"<b>Tourneur, F.</b> (1987). Mise au point sur le genre <i>Trachypora</i> Milne-Edwards & Haime 1851 (<i>Tabulata</i>, Devonien). <i>Ann. Soc. géol. Belg. (1968) 110(2)</i>: 297-308","Tourneur, F.",1987,"Mise au point sur le genre <i>Trachypora</i> Milne-Edwards & Haime 1851 (<i>Tabulata</i>, Devonien)",,Annales de la Société géologique de Belgique,,,110,2,297-308
"<b>Janssens, J.G.; Van Der Veer, J.; Vriends, G.; Jansen, A.J.M.; Knoppert, W.; Supèr, J.</b> (1993). Toepassingen van geografische informatiesystemen in een lokaal hydrologisch model. [S.n.]: Schiedam.","Janssens, J.G.; Van Der Veer, J.; Vriends, G.; Jansen, A.J.M.; Knoppert, W.; Supèr, J.",1993,Toepassingen van geografische informatiesystemen in een lokaal hydrologisch model,,,,Schiedam,,,
"<b>Evett, J. B.; Liu, C.</b> (1989). 2500 solved problems in fluid mechanics & hydraulics. <i>Schaum's Solved Problems Series</i>. McGraw-Hill: New York. ISBN 0-07-019784-9. 797 pp.","Evett, J. B.; Liu, C.",1989,2500 solved problems in fluid mechanics & hydraulics,,Schaum's Solved Problems Series,McGraw-Hill,New York,,,797
"<b>Jansoone, R.</b> (2018). Het dagelijks leven in Oostende tijdens de bezetting 1940/1944: 30 opvattingen omtrent het wezenlijk karakter van deze bezetting (deel 2). <i>De Plate 47(6)</i>: 146-159","Jansoone, R.",2018,Het dagelijks leven in Oostende tijdens de bezetting 1940/1944: 30 opvattingen omtrent het wezenlijk karakter van deze bezetting (deel 2),,"De Plate: Tijdschrift Heemkundige Kring ""De Plate""",,,47,6,146-159
(2009). Gebiedsvisie Zeeuws-Vlaamse Kanaalzone. Provincie Zeeland/Gemeente Terneuzen: Terneuzen.  62 pp.,,2009,Gebiedsvisie Zeeuws-Vlaamse Kanaalzone,,,"Provincie Zeeland, Gemeente Terneuzen",Terneuzen,,,62
"<b>Mingret, P.</b> (1975). Le problème de l'Escaut maritime. <i>Courrier hebdomadaire du CRISP</i>, 704-705. CRISP: Bruxelles.  57 pp.","Mingret, P.",1975,Le problème de l'Escaut maritime,,Courrier hebdomadaire du CRISP,CRISP,Bruxelles,704-705,,57
"<b>Marquet, R.</b> (1997). The Pliocene turrid Gastropods of Belgium  Part 1: Drilliidae, Turridae, Conidae (genus Bela). <i>Bull. Kon. Belg. Inst. Natuurwet. Aardwet. = Bull. - Inst. r. sci. nat. Belg., Sci. Terre 67</i>: 119-151","Marquet, R.",1997,"The Pliocene turrid Gastropods of BelgiumPart 1: Drilliidae, Turridae, Conidae (genus Bela)",,Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen. Aardwetenschappen = Bulletin de l'Institut Royal des Sciences Naturelles de Belgique. Sciences de la Terre,,,67,,119-151
"<b>Huss, H.H.</b> (1986). Le poisson frais sa qualité et alterationz de qualité: Manuel préparé pour 1e Programme de Perfectionnement FAO/DANIDA sur la technologie du poisson et 1e contrôle de qualité. FAO: Rome. VII,123 pp.","Huss, H.H.",1986,Le poisson frais sa qualité et alterationz de qualité: Manuel préparé pour 1e Programme de Perfectionnement FAO/DANIDA sur la technologie du poisson et 1e contrôle de qualité,,,FAO,Rome,,,"VII,123"
"<b>Miller, A.W.; Ruiz, G.M.</b> (2014). Arctic shipping and marine invaders. <i>Nat. Clim. Chang. 4(6)</i>: 413-416. <a href=""http://hdl.handle.net/10.1038/nclimate2244"" target=""_blank"">http://hdl.handle.net/10.1038/nclimate2244</a>","Miller, A.W.; Ruiz, G.M.",2014,Arctic shipping and marine invaders,,Nature Climate Change,,,4,6,413-416
"<b>Ryheul, J.</b> (1997). Das Schicksal von UC5, <b><i>in</i></b>: Ryheul, J. <i>Marinekorps Flandern 1914-1918.</i> pp. 75-75","Ryheul, J.",1997,Das Schicksal von UC5,Marinekorps Flandern 1914-1918,,,,,,75-75
International Journal for Numerical Methods in Fluids. Wiley Interscience: Chichester; New York.  ISSN 0271-2091; e-ISSN 1097-0363,,1981,International Journal for Numerical Methods in Fluids,,,Wiley Interscience,Chichester; New York,,,
"<b>Giltay, L.</b> (1928). Notes ichthyologiques: II. Une espèce nouvelle de <i>Rhinobatus</i> du Congo belge (<i>Rhinobatus congolensis</i>, nov. sp.). <i>Ann. Soc. R. Zool. Bel. LIX (1928)</i>: 21-27","Giltay, L.",1928,"Notes ichthyologiques: II. Une espèce nouvelle de <i>Rhinobatus</i> du Congo belge (<i>Rhinobatus congolensis</i>, nov. sp.)",,Annales de la Société Royale Zoologique de Belgique = Annalen van de Koninklijke Belgische Vereniging voor Dierkunde,,,LIX (1928),,21-27
"<b>Calado, H.; Bentz, J.</b> (2013). The Portuguese maritime spatial plan. <i>Mar. Policy 42</i>: 325-333. <a href=""http://hdl.handle.net/10.1016/j.marpol.2013.03.014"" target=""_blank"">http://hdl.handle.net/10.1016/j.marpol.2013.03.014</a>","Calado, H.; Bentz, J.",2013,The Portuguese maritime spatial plan,,Marine Policy,,,42,,325-333
"<b>Baeteman, C.</b> (2010). Geological considerations on the effect of sea-level rise on coastal lowlands, in particular in developing countries = Geologische bedenkingen betreffende de invloed van de zeespiegelstijging in lage kustgebieden, in het bijzonder in ontwikkelingslanden. <i>Meded. Zitt. K. Acad. Overzeese Wet. = Bull. séances Acad. r. sci. O.-m. 56(2)</i>: 195-207","Baeteman, C.",2010,"Geological considerations on the effect of sea-level rise on coastal lowlands, in particular in developing countries = Geologische bedenkingen betreffende de invloed van de zeespiegelstijging in lage kustgebieden, in het bijzonder in ontwikkelingslanden",,Mededelingen der Zittingen van de Koninklijke Academie voor Overzeese Wetenschappen = Bulletin des Séances de l'Académie royale des Sciences d'Outre-Mer,,,56,2,195-207
"<b>Diekerhoff, F.L.</b> (1967). De oorlogsvloot in de zeventiende eeuw. Fibula-Van Dishoeck: Bussum.  119 pp.","Diekerhoff, F.L.",1967,De oorlogsvloot in de zeventiende eeuw,,,Fibula-Van Dishoeck,Bussum,,,119
"<b>Andersen, T.L.</b> (2014). Generation of long-crested irregular waves [PRESENTATION]. Aalborg University. Department of Civil Engineering: [s.l.].  18 slides pp.","Andersen, T.L.",2014,Generation of long-crested irregular waves [PRESENTATION],,,Aalborg University. Department of Civil Engineering,,,,18 slides
Известия Российской Академии наук. Сер. Механика жидкостей и газа = Izvestiya Rossijskoj Akademii nauk. Ser. Mekhanika zhidkostej i gaza. Nauka: Moskva.  ISSN 0568-5281,,1966,Известия Российской Академии наук. Сер. Механика жидкостей и газа = Izvestiya Rossijskoj Akademii nauk. Ser. Mekhanika zhidkostej i gaza,,,Nauka,Moskva,,,
Mechanization in Agriculture & Conserving of the Resources. Scientific-Technical Union of Mechanical Engineering Undustry: Sofia.  ISSN 2603-3704; e-ISSN 2603-3712,,2016,Mechanization in Agriculture & Conserving of the Resources,,,Scientific-Technical Union of Mechanical Engineering Undustry,Sofia,,,
"<b>Kocot, K.M.; Cannon, J.T.; Todt, C.; Citarella, M.R.; Kohn, A.B.; Meyer, A.; Santos, S.R.; Schander , C.; Moroz, L.L.; Lieb, B.; Halanych, K.M.</b> (2011). Phylogenomics reveals deep molluscan relationships. <i>Nature (Lond.) 477(7365)</i>: 452-456. <a href=""https://dx.doi.org/10.1038/nature10382"" target=""_blank"">https://dx.doi.org/10.1038/nature10382</a>","Kocot, K.M.; Cannon, J.T.; Todt, C.; Citarella, M.R.; Kohn, A.B.; Meyer, A.; Santos, S.R.; Schander , C.; Moroz, L.L.; Lieb, B.; Halanych, K.M.",2011,Phylogenomics reveals deep molluscan relationships,,Nature: International Weekly Journal of Science,,,477,7365,452-456
Teaching and Teacher Education. PERGAMON-ELSEVIER SCIENCE LTD: Oxford.  ISSN 0742-051X,,0,Teaching and Teacher Education,,,PERGAMON-ELSEVIER SCIENCE LTD,Oxford,,,
Ieee Transactions on Computers: Los Alamitos.  ISSN 0018-9340; e-ISSN 1557-9956,,0,Ieee Transactions on Computers,,,,Los Alamitos,,,
"<b>Bossuyt, B.T.A.; De Schamphelaere, K.A.C.; Janssen, C.R.</b> (2004). Using the biotic ligand model for predicting the acute sensitivity of Cladoceran dominated communites to copper in natural surface waters. <i>Environ. Sci. Technol. 38(19)</i>: 5030-5037. <a href=""https://hdl.handle.net/10.1021/es049907d"" target=""_blank"">https://hdl.handle.net/10.1021/es049907d</a>","Bossuyt, B.T.A.; De Schamphelaere, K.A.C.; Janssen, C.R.",2004,Using the biotic ligand model for predicting the acute sensitivity of Cladoceran dominated communites to copper in natural surface waters,,Environmental Science and Technology,,,38,19,5030-5037
(2006). Bestrijdingsplan dijkbewaking. Stormseizoen 2006-2007. RWS Waterdistrict Westerschelde: [s.l.].  24 pp.,,2006,Bestrijdingsplan dijkbewaking. Stormseizoen 2006-2007,,,RWS Waterdistrict Westerschelde,,,,24
"<b>Daniels, G.</b> (1996). Watchmaking in the twenty-first century: The renaissance of the mechanic, <b><i>in</i></b>: Andrewes, W.J.H. (Ed.) <i>The quest for longitude: The Proceedings of the Longitude Symposium Harvard University, Cambridge, Massachusetts November 4-6, 1993.</i> pp. 339-348","Daniels, G.",1996,Watchmaking in the twenty-first century: The renaissance of the mechanic,"The quest for longitude: The Proceedings of the Longitude Symposium Harvard University, Cambridge, Massachusetts November 4-6, 1993",,,,,,339-348
"<b>Granéli, E.</b> (1981). Bioassay experiments in the Falsterbo Channel - nutrients added daily, <b><i>in</i></b>: Rheinheimer, G. <i>et al.</i> (Ed.) <i>Lower Organisms and their Role in the Food Web: Proceedings of the 15th European Marine Biology Symposium, Kiel, Damp 2000, Federal Republic of Germany (September 29-October 3, 1980). Kieler Meeresforschungen. Sonderheft,</i> 5: pp. 82-90","Granéli, E.",1981,Bioassay experiments in the Falsterbo Channel - nutrients added daily,"Lower organisms and their role in the food web: Proceedings of the 15th European Marine Biology Symposium, Kiel, Damp 2000, Federal Republic of Germany (September 29-October 3, 1980)",Kieler Meeresforschungen. Sonderheft,,,,,82-90
"<b>Viegas, I.; Martinho, F.; Neto, J.M.; Pardal, M.</b> (2007). Population dynamics, distribution and secondary production of the brown shrimp <i>Crangon crangon</i> (L.) in a southern European estuary: latitudinal variations. <i>Sci. Mar. (Barc.) 71(3)</i>: 451-460","Viegas, I.; Martinho, F.; Neto, J.M.; Pardal, M.",2007,"Population dynamics, distribution and secondary production of the brown shrimp <i>Crangon crangon</i> (L.) in a southern European estuary: latitudinal variations",,Scientia Marina (Barcelona),,,71,3,451-460
