String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination,DOI,,
"Krapp, F.; Sconfietti, R. (1983). <i>Ammothea hilgendorfi</i> (Bohm, 1879), an adventitious pycnogonid new for the Mediterranean Sea. <em>Marine Ecology.</em> 4(2): 123-132.","Krapp, F.; Sconfietti, R.",1983,"<i>Ammothea hilgendorfi</i> (Bohm, 1879), an adventitious pycnogonid new for the Mediterranean Sea",,Marine Ecology,,,4,2,123-132,,,
"Buizer, D. A. G. (1983). De Nederlandse zakpijpen (Manteldieren) en Mantelvisjes: Tunicata, Ascidiacea en Appendicularia. <em>Wetenschappelijke Mededelingen van de Koninklijke Nederlandse Natuurhistorische Vereniging. 158. Koninklijke Nederlandse Natuurhistorische Vereniging (KNNV): Hoogwoud.</em> 42 pp.","Buizer, D. A. G.",1983,"De Nederlandse zakpijpen (Manteldieren) en Mantelvisjes: Tunicata, Ascidiacea en Appendicularia",,Wetenschappelijke Mededelingen van de Koninklijke Nederlandse Natuurhistorische Vereniging. 158. Koninklijke Nederlandse Natuurhistorische Vereniging (KNNV): Hoogwoud.,,,,,42,,,
"Allue, R.; Rubies, P. (1984). On <i>Lampanyctus intricarius</i> Taning, 1928 (Osteichthyes, Myctophidae) in the Western Mediterranean. <em>Investigacion Pesquera.</em> 48: 175-180.","Allue, R.; Rubies, P.",1984,"On <i>Lampanyctus intricarius</i> Taning, 1928 (Osteichthyes, Myctophidae) in the Western Mediterranean.",,Investigacion Pesquera,,,48,,175-180,,,
"Van Soest, R.W.M. (1984). Deficient <i>Merlia normani</i> Kirkpatrick, 1908, from the Curaçao reefs, with a discussion on the phylogenetic interpretation of sclerosponges. <em>Bijdragen tot de Dierkunde.</em> 54 (2): 211-219.","Van Soest, R.W.M.",1984,"Deficient <i>Merlia normani</i> Kirkpatrick, 1908, from the Curaçao reefs, with a discussion on the phylogenetic interpretation of sclerosponges",,Bijdragen tot de Dierkunde,,,54,2,211-219,,,
"Piani, P.; Brini, E. (1984). Prima segnalazione Mediterranea di <i>Tornus jullieni</i> Adam Knudsen, 1969. <em>Bollettino Malacologico.</em> 20(1-4): 89-90.","Piani, P.; Brini, E.",1984,"Prima segnalazione Mediterranea di <i>Tornus jullieni</i> Adam Knudsen, 1969",,Bollettino Malacologico,,,20,1-4,89-90,,,
"Decraemer, W. (1985). Revision and phylogenetic systematics of the Desmoscolecida. <em>Hydrobiologia.</em> 120, 259-283.","Decraemer, W.",1985,Revision and phylogenetic systematics of the Desmoscolecida,,Hydrobiologia,,,120,,259-283,,,
"Heip, C.; Vincx, M.; Vranken, G. (1985). The ecology of marine nematodes. <em>Oceanogr. Mar. Biol. Ann. Rev. 23: 399-489 In: Oceanography and Marine Biology: An Annual Review. Aberdeen University Press/Allen & Unwin: Aberdeen. ISSN 0078-3218.</em>","Heip, C.; Vincx, M.; Vranken, G.",1985,The ecology of marine nematodes,,Oceanogr. Mar. Biol. Ann. Rev. 23: 399-489 In: Oceanography and Marine Biology: An Annual Review,Aberdeen University Press/Allen & Unwin,Aberdeen,23,,399-489,,,
"Gourbault, N.; Vincx, M. (1985). Nématodes abyssaux (Campagne Walda du N/O ""Jean Charcot""). V. Espèces nouvelles de Selachinematidae, dépourvues d'anus. <em>Cahiers de Biologie Marine.</em> 26(1): 87-97.","Gourbault, N.; Vincx, M.",1985,"Nématodes abyssaux (Campagne Walda du N/O ""Jean Charcot""). V. Espèces nouvelles de Selachinematidae, dépourvues d'anus",,Cahiers de Biologie Marine,,,26,1,87-97,,,
"Forniz, C.; Maggiore, F. (1985). New records of Sphaeromatidae from the Mediterranean Sea (Crustacea, Isopoda). <em>Oebalia.</em> 11: 779-783.","Forniz, C.; Maggiore, F.",1985,"New records of Sphaeromatidae from the Mediterranean Sea (Crustacea, Isopoda)",,Oebalia,,,11,,779-783,,,
"Guinot, D.; Richer de Forges, B. (1985). Crustacés Décapodes: Majidae (genres Platymaia, Cyrtomaia, Pleistacantha, Sphenocarcinus et Naxioides). <em>in: Forest, J. (Ed.) Résultats des Campagnes MUSORSTOM I et II Philippines (1976, 1980). Tome 2. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 133: 83-178.","Guinot, D.; Richer de Forges, B.",1985,"Crustacés Décapodes: Majidae (genres Platymaia, Cyrtomaia, Pleistacantha, Sphenocarcinus et Naxioides)","Résultats des Campagnes MUSORSTOM I et II Philippines (1976, 1980). Tome 2","Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,133,,83-178,,,
"Bogdanos, C.; Satsmadjis, J. (1985). The benthic fauna of different soft substrata in the Pagassitikos Gulf (Greece). <em>Thalassographica.</em> 8: 43-69.","Bogdanos, C.; Satsmadjis, J.",1985,The benthic fauna of different soft substrata in the Pagassitikos Gulf (Greece).,,Thalassographica,,,8,,43-69,10.1016/0198-0254(86)94515-2,,
"Crosnier, A. (1985). Crustacés Décapodes: Penaeidae. Les espèces indo-ouest-pacifiques du genre Parapenaeus. <em>in: Forest, J. (Ed.) Résultats des Campagnes MUSORSTOM I et II Philippines (1976, 1980). Tome 2. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 133: 303-353.","Crosnier, A.",1985,Crustacés Décapodes: Penaeidae. Les espèces indo-ouest-pacifiques du genre Parapenaeus,"Résultats des Campagnes MUSORSTOM I et II Philippines (1976, 1980). Tome 2","Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,133,,303-353,,,
"Sharma, J. (1985). A study of the nematode fauna of three estuaries in the Netherlands. <em>PhD Thesis. Rijksuniversiteit Gent: Gent.</em> 279 pp.","Sharma, J.",1985,A study of the nematode fauna of three estuaries in the Netherlands,,PhD Thesis. Rijksuniversiteit Gent: Gent,,,,,279,,,
"Mienis, H. K. (1985). <i>Metaxia bacilla</i> and <i>Kleinella amoena</i>: two other Indo-Pacific species from the Mediterranea coast of Israel. <em>Levantina.</em> 54: 619-620.","Mienis, H. K.",1985,<i>Metaxia bacilla</i> and <i>Kleinella amoena</i>: two other Indo-Pacific species from the Mediterranea coast of Israel,,Levantina,,,54,,619-620,,,
"Zavodnik, D.; Vidakovic, J.; Amoureux, L. (1985). Contribution to sediment macrofauna in the area of Rovinj (North Adriatic Sea). <em>Cahiers de Biologie Marine.</em> 26(4): 431-444.","Zavodnik, D.; Vidakovic, J.; Amoureux, L.",1985,Contribution to sediment macrofauna in the area of Rovinj (North Adriatic Sea),,Cahiers de Biologie Marine,,,26,4,431-444,,,
"Cesari, P.; Pellizzato, M. (1985). Molluschi pervenuti in laguna di Venezia per apporti volontari o casuali. Acclimatazione di <i>Saccostrea commercialis</i> (Iredale & Roughely, e di <i>Tapes philippinarum</i> (Adams & Reeve, 1850). <em>Bollettino Malacologico.</em> 21: 10-12.","Cesari, P.; Pellizzato, M.",1985,"Molluschi pervenuti in laguna di Venezia per apporti volontari o casuali. Acclimatazione di <i>Saccostrea commercialis</i> (Iredale & Roughely, e di <i>Tapes philippinarum</i> (Adams & Reeve, 1850)",,Bollettino Malacologico,,,21,,10-12,,,
"Wouters, K.A. (1985). Corophium curvispinum Sars, 1895 in the river Meuse, Belgium. <em>Crustaceana.</em> 48(2): 218-220.","Wouters, K.A.",1985,"Corophium curvispinum Sars, 1895 in the river Meuse, Belgium.",,Crustaceana,,,48,2,218-220,,,
Kilburn R.N. (1985). Turridae (Mollusca: Gastropoda) of southern Africa and Mozambique. Part 2. Subfamily Clavatulinae. <em>Annals of the Natal Museum.</em> 26(2): 417-470.,Kilburn R.N.,1985,Turridae (Mollusca: Gastropoda) of southern Africa and Mozambique. Part 2. Subfamily Clavatulinae.,,Annals of the Natal Museum,,,26,2,417-470,,,
"de Weerdt, W.H. (1985). A systematic revision of the north-eastern Atlantic shallow-water Haplosclerida (Porifera, Demospongiae): 1. Introduction, Oceanapiidae and Petrosiidae. <em>Beaufortia.</em> 35(5): 61-91.","de Weerdt, W.H.",1985,"A systematic revision of the north-eastern Atlantic shallow-water Haplosclerida (Porifera, Demospongiae): 1. Introduction, Oceanapiidae and Petrosiidae.",,Beaufortia,,,35,5,61-91,,,
"Bacescu, M.; Müller, G. I. (1985). Heteromysoides berberae n. sp. et autres Mysidacés dans les eaux littorales du NE de la Somalie. <em>Revue Roumaine de Biologie - Biologie animale.</em> 30(1): 7-10.","Bacescu, M.; Müller, G. I.",1985,Heteromysoides berberae n. sp. et autres Mysidacés dans les eaux littorales du NE de la Somalie,,Revue Roumaine de Biologie - Biologie animale,,,30,1,7-10,,,
Kilburn R.N. (1985). The family Epitoniidae (Mollusca: Gastropoda) in southern Africa and Mozambique. <em>Annals of the Natal Museum.</em> 27(1): 239-337.,Kilburn R.N.,1985,The family Epitoniidae (Mollusca: Gastropoda) in southern Africa and Mozambique,,Annals of the Natal Museum,,,27,1,239-337,,,
"Gubbioli, F.; Nofroni, I. (1985). Malacological notes from the Alboran Sea (west Mediterranean). <em>La Conchiglia.</em> 17(200-201): 20-21.","Gubbioli, F.; Nofroni, I.",1985,Malacological notes from the Alboran Sea (west Mediterranean),,La Conchiglia,,,17,200-201,20-21,,,
"Bodganos, C.; Satmatdis, J. (1985). The benthic fauna of different soft substrata in the Pagasitikos Gulf (Greece). <em>Thalassographica.</em> 8: 43-69.","Bodganos, C.; Satmatdis, J.",1985,The benthic fauna of different soft substrata in the Pagasitikos Gulf (Greece),,Thalassographica,,,8,,43-69,,,
"Da Ros, L.; Canzonier, W.J. (1985). <i>Perkinsus</i>, a protistan threat to bivalve culture in the Mediterranean basin. <em>Bull. Eur. Ass. Fish. Pathol.</em> 5(2): 23-27.","Da Ros, L.; Canzonier, W.J.",1985,"<i>Perkinsus</i>, a protistan threat to bivalve culture in the Mediterranean basin",,Bull. Eur. Ass. Fish. Pathol,,,5,2,23-27,,,
"Van Soest, R.W.M.; Stone, S.M. (1986). <i>Antho brattegardi</i> sp. n. (Porifera: Poecilosclerida), with remarks on and a key to the clathriids of Norwegian waters. <em>Sarsia.</em> 71 (1): 41-48.","Van Soest, R.W.M.; Stone, S.M.",1986,"<i>Antho brattegardi</i> sp. n. (Porifera: Poecilosclerida), with remarks on and a key to the clathriids of Norwegian waters.",,Sarsia,,,71,1,41-48,,,
"Karrer, C. (1986). Occurrence of the Barrelfish, <i>Hyperoglyphe perciformis</i> (Teleostei, Perciformes, Stromateoidei) in the Mediterranean Sea and off Portugal. <em>Cybium.</em> 10: 77-83.","Karrer, C.",1986,"Occurrence of the Barrelfish, <i>Hyperoglyphe perciformis</i> (Teleostei, Perciformes, Stromateoidei) in the Mediterranean Sea and off Portugal.",,Cybium,,,10,,77-83,,,
"Vine, P. (1986). Red Sea Invertebrates. Immel Publishing, London. 224 pp.","Vine, P.",1986,Red Sea Invertebrates,,,Immel Publishing,London,,,224,,,
"Decraemer, W.; Gourbault, N. (1986). Marine nematodes from Guadeloupe and other Caribbean Islands. II. Draconematidae. <em>Zoologica Scripta.</em> Vol. 15, N° 2, pp. 107-118.","Decraemer, W.; Gourbault, N.",1986,Marine nematodes from Guadeloupe and other Caribbean Islands. II. Draconematidae,,Zoologica Scripta,,,15,2,107-118,,,
"Backeljau, T. (1986). Lijst van de recente mariene mollusken van België [List of the recent marine molluscs of Belgium]. Koninklijk Belgisch Instituut voor Natuurwetenschappen: Brussels, Belgium. 106 pp.","Backeljau, T.",1986,Lijst van de recente mariene mollusken van België [List of the recent marine molluscs of Belgium],,Koninklijk Belgisch Instituut voor Natuurwetenschappen,,"Brussels, Belgium",,,106,,,
"Jensen, P. (1986). The nematode fauna in the sulphide-rich brine seep and adjacent bottoms of the East Flower Garden, NW Gulf of Mexico. II. Monhysterida. <em>Zoologica Scripta.</em> 15(1): 1-11.","Jensen, P.",1986,"The nematode fauna in the sulphide-rich brine seep and adjacent bottoms of the East Flower Garden, NW Gulf of Mexico. II. Monhysterida",,Zoologica Scripta,,,15,1,1-11,,,
"Murina, G. V. V.; Zavodnik, D. (1986). Sipuncula of the Adriatic Sea. <em>Thalassia Jugoslavica.</em> 21-22: 23-73.","Murina, G. V. V.; Zavodnik, D.",1986,Sipuncula of the Adriatic Sea,,Thalassia Jugoslavica,,,21-22,,23-73,,,
"Vincx, M. (1986). Free-living marine nematodes from the Southern Bight of the North Sea. I. Notes on species of the genera Gonionchus Cobb, 1920, Neochromadora Micoletzky, 1924 and Sabatieria Rouville, 1903. <em>Hydrobiologia.</em> 140(3): 255-286.","Vincx, M.",1986,"Free-living marine nematodes from the Southern Bight of the North Sea. I. Notes on species of the genera Gonionchus Cobb, 1920, Neochromadora Micoletzky, 1924 and Sabatieria Rouville, 1903",,Hydrobiologia,,,140,3,255-286,10.1007/bf00007440,,
"Vanreusel, A.; Vincx, M. (1986). Four new species of the genus Perepsilonema Lorenzen, 1973 (Nematoda, Epsilonematidae) from the bay of Calvi (Corsica, Mediterranean). <em>Hydrobiologia.</em> 134(2): 151-169.","Vanreusel, A.; Vincx, M.",1986,"Four new species of the genus Perepsilonema Lorenzen, 1973 (Nematoda, Epsilonematidae) from the bay of Calvi (Corsica, Mediterranean)",,Hydrobiologia,,,134,2,151-169,10.1007/bf00006738,,
"Volkmer-Ribeiro, C. (1986). Evolutionary study of the freshwater sponge genus <i>Metania</i> Gray, 1867 : 3. Metaniidae, new family. <em>Amazoniana.</em> 9(4): 493-509.","Volkmer-Ribeiro, C.",1986,"Evolutionary study of the freshwater sponge genus <i>Metania</i> Gray, 1867 : 3. Metaniidae, new family.",,Amazoniana,,,9,4,493-509,,,
"Fiers, F. (1987). Intercletodes interita n. gen., n. sp. and Orthopsyllus coralliophilus n. sp., two new copepods from the northern coast of Papua New Guinea. (Copepoda, Harpacticoida). Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Biologie 57:123-132, figs. 1-5, tab. 1.","Fiers, F.",1987,"Intercletodes interita n. gen., n. sp. and Orthopsyllus coralliophilus n. sp., two new copepods from the northern coast of Papua New Guinea. (Copepoda, Harpacticoida).",,"Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Biologie",,,57,,"123-132, figs. 1-5, tab. 1.",,,
"Bishop, J. D. D.; Househam, B. C. (1987). Puellina (Bryozoa; Cheilostomatida; Cribrilinidae) from British and adjacent waters. <em>Bulletin of the British Museum (Natural History), Zoology.</em> 53: 1-63.","Bishop, J. D. D.; Househam, B. C.",1987,Puellina (Bryozoa; Cheilostomatida; Cribrilinidae) from British and adjacent waters,,"Bulletin of the British Museum (Natural History), Zoology",,,53,1,1-63,,,
"Jacobs, L. J. (1987). A redefinition of the genus Monhystrella Cobb (Nematoda, Monhysteridae) with keys to the species. <em>Zoologica Scri.</em> 16(3): 191-197.","Jacobs, L. J.",1987,"A redefinition of the genus Monhystrella Cobb (Nematoda, Monhysteridae) with keys to the species",,Zoologica Scri.,,,16,3,191-197,,,
"Huys, R. (1987). Studies on the Cylindropsyllidae (Copepoda, Harpacticoida). 1. The status of Leptastacus laticaudatus Nicholls. <em>Zoologica Scripta.</em> 16(2): 155-166.","Huys, R.",1987,"Studies on the Cylindropsyllidae (Copepoda, Harpacticoida). 1. The status of Leptastacus laticaudatus Nicholls",,Zoologica Scripta,,,16,2,155-166,10.1111/j.1463-6409.1987.tb00062.x,,
"Kerckhof, F.; Dumoulin, E. (1987). Eerste vondsten van de Amerikaanse zwaardschede Ensis directus (Conrad, 1843) langs de Belgische kust. <em>De Strandvlo.</em> 7(2): 51-52.","Kerckhof, F.; Dumoulin, E.",1987,"Eerste vondsten van de Amerikaanse zwaardschede Ensis directus (Conrad, 1843) langs de Belgische kust",,De Strandvlo,,,7,2,51-52,,,
"Golani, D. (1987). The Red Sea Pufferfish, <i>Torquigener fiavimaculosus</i> Hardy & Randall 1983, a New Suez Canal Migrant to the Eastern Mediterranean. <em>Senckenbergiana maritima.</em> 19(5/6): 339-343.","Golani, D.",1987,"The Red Sea Pufferfish, <i>Torquigener fiavimaculosus</i> Hardy & Randall 1983, a New Suez Canal Migrant to the Eastern Mediterranean.",,Senckenbergiana maritima,,,19,5/6,339-343,,,
"Moravec, F. (1987). Revision of capillariid nematodes (subfamily Capillariinae) parasitic in fishes. <em>Academia nakladatelství ?eskoslovenské akademie v?d.</em>","Moravec, F.",1987,Revision of capillariid nematodes (subfamily Capillariinae) parasitic in fishes.,,Academia nakladatelství ?eskoslovenské akademie v?d,,,,,,,,
"Soetaert, K.; Vincx, M. (1987). Six new Richtersia species (Nematoda, Selachinematidae) from the Mediterranean Sea. <em>Zoologica Scripta.</em> 16(2): 125-142.","Soetaert, K.; Vincx, M.",1987,"Six new Richtersia species (Nematoda, Selachinematidae) from the Mediterranean Sea",,Zoologica Scripta,,,16,2,125-142,10.1111/j.1463-6409.1987.tb00060.x,,
"Fredj, G.; Maurin, C. (1987). Les poissons dans la banque de données Medifaune. Application à l'étude des caractéristiques de la faune ichtyologique méditerranéenne. <em>Cybium.</em> 11(3): 215-342.","Fredj, G.; Maurin, C.",1987,Les poissons dans la banque de données Medifaune. Application à l'étude des caractéristiques de la faune ichtyologique méditerranéenne,,Cybium,,,11,3,215-342,,,
"Dumoulin, E. (1987). Nieuwe waarnemingen van de Knotszakpijp, Styela clava Herdman, 1882, langs de Belgische Oostkust. <em>De Strandvlo.</em> 7(2): 61-62.","Dumoulin, E.",1987,"Nieuwe waarnemingen van de Knotszakpijp, Styela clava Herdman, 1882, langs de Belgische Oostkust",,De Strandvlo,,,7,2,61-62,,,
"Forest, J. (1987). Résultats des Campagnes MUSORSTOM 3. Les Pylochelidae ou ""Pagures symétriques"" (Crustacea Coenobitoidea). <em>Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 137: 1-254.","Forest, J.",1987,"Résultats des Campagnes MUSORSTOM 3. Les Pylochelidae ou ""Pagures symétriques"" (Crustacea Coenobitoidea)",,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,137,,1-254,,,
"Reina-Hervás, J.A. (1987). Análisis de la ictiofauna infralitoral en el sureste español (Mediterráneo Occidental). <em>Cahiers de Biologie Marine.</em> 28: 73-89.","Reina-Hervás, J.A.",1987,Análisis de la ictiofauna infralitoral en el sureste español (Mediterráneo Occidental),,Cahiers de Biologie Marine,,,28,,73-89,,,
"Heip, C., R.M. Warwick, M.R. Carr, P.M.J. Herman, R. Huys, N. Smol & K. van Holsbeke. (1988). Analysis of community attributes of the benthic meiofauna of Frierfjord/Langesundfjord. <em>Marine Ecology Progress Series.</em> 46:171-180, figs. 1-16, tab. 1. (30.vi.1988).","Heip, C., R.M. Warwick, M.R. Carr, P.M.J. Herman, R. Huys, N. Smol & K. van Holsbeke",1988,Analysis of community attributes of the benthic meiofauna of Frierfjord/Langesundfjord.,,Marine Ecology Progress Series,,,46,,"171-180, figs. 1-16, tab. 1. (30.vi.1988)",,,
